text,y_test,y_pred
"everything the negative reviewers say is true and more . please note the following as well : 1. if you are a college student taking a class online that uses blackboard software , vista will prevent you from posting to the class discussion board and answering any fill-in-the-blank or discussion questions on tests ! to fix this download the foxfire browser ( free ) and use it to access your course . because vista uses so much memory and is already so huge , they had to drop quite a few little programs that software needs to access in the operating system . 2. huge memory and hard drive drain . look at this comparison windows xp professional size on drive 1.5 gig memory requirements 128 mb windows vista needs 15 gig to load . does not say how large the program is but i would n't think its small ! ! ! memory requirements 1 gig ! if you check the dell website you will see that they recommend that you have 2 gig of memory to use windows vista . that is a few $$$ worth of memory just to run the operating system while openning a program . try running a game or doing animation with that kind of a sink hole in your system ! the less memory you have available , the slower everything , including websites will load ( no matter how fast your internet connection ) what is worse is that to fix what is wrong with it ( ie replace all those small programs your software expects to find in the operating system ) , they will have to add patches that can only make it bigger and hungrier for memory ! this is the most pathetic excuse for an upgrade that i have ever seen . i would expect some lawsuits before this is over ! do not buy this product",neg,pos
"i appreciate bands like ima robot , film school and electroclash artists for trying to add a little balance into alternative music , or at least i appreciate film school for trying to merge the beauty of electronica with alternative and allow it to simmer down to the always wonderous shoegazing while bringing back the trend of the new wave you loved in the 80's . the thing about it is it is bands like these that are adding their own style into music making it worth your minutes and expanding your genres from just on band . have you heard depeche mode 's albums with a wind of boards of canada ? call this the album that it would have made more sense for maximo park to create if you will but this album is america 's response to all other international bands showing us off hard . ( the band is from san francisco , i believe ) and their influence for this album is a mix of electronica and 80 's music ( my bloody valentine . new order ? depeche mode ? ) all leading them to create an album that does n't quite call the band in question an american radiohead per se , but with half of the music smothered in swirling guitars , accompanying keyboards , and a leaders effort to push the band forward , a band that is trying to reach heights of originality . film school 's debut ( if you are n't counting their imported ep ) kicks off with am intro wielding only swirls of guitar and electronics before finally bringing you into an illuminating "" on and on "" that may force your urge to name this band after interpol and elefant and a little bit of the bravery in there , too , but will not let you throughout this entire album . their current single "" pitfalls "" may cause them to swing on the vine of similarity since everyone is trying to bring back new wave these days , but worse can happen for a band like this . the backward keyboard melody should more than make you tell the difference . the second actual interlude "" garrison "" is where boards of canada 's wind starts blowing through the cd , before heading back into the record that will be likely to redefine the sound of "" cool "" . if there is ever an album to chase after and count on for the safety of new wave and the health of alternative , i do n't see a better candidate for leg-ups than film school 's latest . rating : 7.5 / 1",pos,neg
"i too read the ta for tots to my 3-5 year-old 30 years ago . she loved it a lot so i 've been looking for it again , this time for my grand-daughter . even though the title is different from the original one i knew , i purchased it and read it as soon as i received it . bottomline : this story is _not_ the original one and i do n't like it at all . other than showing stereotypical happy prince and princess fairy tale characters ( which i can live with up to a point ) , i saw bunches of red flags when i got to the evil witch , drawn with a full-blown ugly face "" who was very clever and devised a very wicked plan "" . unhappy because there are so many happy warm-fuzzy people around she freely starts giving away cold pricklies . without enough warm fuzzies ( we read earlier ) it puts people "" in danger of developing a sickness in their backs which caused them to shrivel up and die "" . ouch . so instead of embracing the wisdom of old women , here we have another story that villifies them ( ok , i 'm a psychotherapist also and know all too well how these images affect us all ) . no , it 's not funny , and there is no way i would introduce this book to any child . the book also does not do a good job of showing clear examples of what warm fuzzies and cold pricklies really are , as the original book did . too bad , for using images of "" warm fuzzies "" and "" cold pricklies "" is an easy way to introduce feelings and consequences of behaviors to young children . i am returning the book .",neg,pos
"i complete disagree with the previous review on that sonicare is superior . i 've used all of the sonic toothbrushs on the market and braun sonic complete is by far the best . however , this unit is nothing like sonic complete , the sonic energy is completely in the handle , it 's like holder a vibrator . the real sonic complete channels the energy to the brush head.. . you are probably better more with one of the other two models of vitality that uses rotational brush heads",neg,pos
"travolta was great in saturday night fever , but this country version just did n't work . although he 's a good actor , he just was wrongly cast in this film",neg,pos
"i am proud of the fact that i hold two degrees like many women . do i work ? no . i have chosen a different path . i have no children , married later in life , and gave up a wonderful job of two decades to care for my ill husband . do i feel that i have no confidence nor respect ? no . and from whom or what is this respect supposed to come from ? caring for your family has nothing to do with any of this . i admire women who stay home to care for their families . when you have love , who gives a hoot what anyone else thinks . personally , i find this book a little depressing , and i wo n't read it",neg,pos
"not a complicated application , but it successfully repartitioned a 100g drive into 3rds on a new lenovo laptop with xp sp2. i would recommend using the dos version which you can get just by booting on the cd . requires no install , you can simply boot , make the changes , and it is done . seems to be very straightforward and i would just be inherently nervous about repartitioning the boot drive with windows running",pos,neg
"you might think from the title and the commercials this movie is about a super sexy porn star slut...but it 's actually the opposite . i really liked how the movie was done to portray the struggles some girls really have to go through in their carrers and mixed it with the toughness of high school . this is definately a movie i would reccomend to people over like 16 but only if you want to watch a funny movie about the discovering and strength of two people...this movie is the real thing , i enjoyed it and i think many other people could too",pos,neg
"babyliss pro instant heat 5 jumbo roller hairsetter comes in a compact , useful size . however , the rollers take a long time to heat up . even if left plugged in for a half-hour , they do not reach a high enough temperature to effectively curl thick hair . i would not recommend this product",neg,pos
"cheap trick 's second album is very disappointing to me after the good , but raw , "" live in the studio "" , 1977-76 recorded cheap trick . almost all of the material here is so watered down that it really comes off way better on the later many live disks they did . after a good start w / "" hello there "" , a concert favorite for many years , is the only thing here to write home about when one considers how great all the tunes from this overproduced album sounded on the budokan and other live recordings later . tom werman and rick niesen were on a show in 1991 that i had recorded on a tape once and werman , noce a friend of tom petersson 's said , quote : "" my three albums with cheap trick got better and better.. . "" , to which the ever sarcastic rick nielsen said , "" selling , maybe . "" not realizing that brother rick was slamming him , werman then continued , "" exactly "" ... oh boy . we now see why producing cheap trick albums through the years has become like playing russian roulette . it 's not hard to get better than this and five months later the solid , but somewhat oeverrated ' heaven tonight ' came out.. . ( and the guys even bought werman back for dream police . things turned out better when pete comita , then later jon brant joined the band . yep - the best was yet to come - in the ' 80 '",neg,pos
"this book is loaded with the most recent medical findings and is organized as a referenced book , although i read it cover to cover .",pos,neg
"a pathbreaking work in women 's history and the history of deviancy , this book argues ( if not entirely convincingly ) for a new interpretation of the history and relationship of girl delinquents and women reformers . odem traces the history of middle class women reformers towards sexual delinquency by young girls through the particularly rich case history of los angeles county . noting the diverse cultures in l.a. ( white , working class , hispanic , african-american ) odem argues that many girls who became labeled & quot ; wayward&quot ; were acting out against oppressive and repressive families who held old-fashioned and patriarchal views of girls ' sexuality . odem also explores the eventually oppressive route that reformers took in & quot ; retraining&quot ; wayward girls",pos,neg
"they 're ok , but definately not as absorbent as the overnight diapers . my son soaks through if he urinates during the night",neg,pos
"i have been trying to suppress my appetite for awhile . i took trimspa 32 and i think that it did better than this product . i have been taking it for a week , and along with that , i have been substituting a nutrition shake for breakfast and a salad for lunch , plus working out . dinners are healthy about 5 days out of the week . i 've noticed no change . i am taking these to be able to eat significantly less and still work out . i 'm very hungry before lunch and when i get home i have to take a nap and ca n't work out until later in the evening . i really have noticed no change at all in my appetite or my energy level , which is really unfortunate",neg,pos
"this book has a wealth of information for any practitioner of yoga , from beginner to advanced . the content is concise and practical , and the poses are sequenced in a way that allows for a gradual and safe progression in the practice . there are also dozens of practice sequences given for both improvement and how to treat common ailments through yoga . the introduction is especially valuable , as it offers a no fluff in-depth commentary on the philosophical thought behind the asana practice . i pick it up again and again and am still referring to it after nearly 15 years of owing it . my copy is dog eared and loved , and was well worth every penny . an earlier reviewer mentioned that the photos and layout were not user friendly , and only gave the book two stars , which is a shame . this book was first printed in the mid 1960 's - over 40 years ago ! it was the first yoga book of it 's kind to ever be printed , and it 's content is timeless and as relevant today as ever . mr. iyengar even had to struggle with his then publisher to be allowed to include so many photos , as it was so expensive in those days to print such a book . i say hats off to the man who brought yoga to the west long before it was ready . he 's a pioneer and a virtuoso of his craft , and his marvelous work should never be over overlooked just because it does n't come in some glossy package fit for the masses",pos,neg
this is a difficult book for beginner-level spanish language students . i kept it b / c i understand that it is one they use at the immersion course i will be taking soon in mexico . probably will not use it before that or subsequent,neg,pos
"i owned this set for about 2 and a half years before i finally just gave up and switched to a different brand of hot rollers ( i used it about 4-5 times per year ) . first off , the rollers are very heavy so when you have them all in place , it feels like you are carrying a laundry basket on your head . second , the rollers are hot to the touch so burning can be an issue when rolling up your hair . third , the clips used to hold the rollers in place are fantastically difficult to use . i would roll up my hair ( which would take like , 30 minutes because of the difficulty ) , and if i walked around the house to watch tv while i waited for my hair to set , the clips would spring out of place and shoot across the room . i eventually lost like 6 clips from the "" springing out "" thing . the results of these rollers were great , though . i used them on my wedding day and people loved it . good results , but not worth the time and effort to use these rollers",neg,pos
"attell is one of the few decent comics out there right now . i was n't that big of a fan until i saw this in a record store and decided to give it a shot . i 'm running out of comedy albums , there 's not that many good ones out there . so i bought it and i was impressed . the audience is obviously drunken college kids who were very familiar with the show "" insomniac "" . they would laugh and scream if just slammed the microphone into his forehead the whole night . he has very good timing and delivery though and his jokes have very unpredictable punchlines for the first time you are hearing them . you never see the punchline coming a mile away . he is vulgar so if you are sensitive in any way to graphic sexual scenarios and profanity , stay away . he is one of the few that i enjoy now , tragically mitch hedberg died in march because he was another . the increasingly popular dane cook does n't do it for me . cook 's retaliation cd has broken all sorts of records for a comedy album . i think cook is very marketable to the college , 20something crowd , guys like him because he 's the loud obnoxious drinking buddy from the frat , chicks think he 's cute . i recommomend attell myself , he is vulgar but is just a better comedian",pos,neg
"mark l . sirower 's thought-provoking and complex book is actually a critically acclaimed academic study that challenges the reasoning behind corporate acquisitions . pointing out that acquisitions usually devalue the acquiring companies ( a loss from which they rarely recover ) , sirower delves into management fundamentals and mathematical analyses to get to the bottom of merger and acquisition problems . three detailed appendices feature plenty of financial calculations , performance measures and data from various corporate acquisitions to back up his assertions . we [...] recommend this book to those involved in mergers and acquisitions and to other readers intrigued by the inside view of this "" carnivorous quest .",pos,neg
"stu 's wit and cleverness shines through on every page , making what could be only drab descriptions into entertainment even for those who know these tricks by heart . if you like this , get a copy of stuart crump 's *it 's yo-yo time ! * which includes not only tricks , but history , articles , and fiction on yo-yos - - all of top quality",pos,neg
"i read an interview with mr. vollman , i think a couple years ago , i ca n't quote directly but he said he thought that prostitutes were very spiritual people . they save marriages , they provide comfort to the loneliest , most desperate among us . in practically the same breath he observed that they spread disease and sometimes rob their johns . that kind of duality is at the heart of much of vollman 's writing . on the surface , whores for gloria is one desperate , delusional man , so eager for even the illusion of relatedness that he attempts to recreate gloria with bits and pieces of other prostitutes . it is n't fully clear if gloria herself was ever real , but regardless , it is now a quest to fill that void collage style with physical samples , such as hair clippings , as well as emotional artifacts . the most poignant scene may be the protagonist hiring a prostitute , and wanting nothing more than to hear happy childhood memories . the prostitute complies as best she can but , story after story , the narratives veer into disturbing material . the hardest thing for the human to do is to hold opposite opinions about one thing at the same time . the more intelligent and observant one is , the more painfully aware of the absurdity of this task , the more painfully aware of the mental contortions necessary to maintain the illusion of meaning . this is where the magic lies in true artistc genius , such as a thelonius monk solo or , in this case , vollman 's writing . i 've never read anything that better communicates simultaneous beauty and ugliness . and no better forum than gutter sex , which vollman renders both repulsive and compelling . and he does n't do it by being overly clever . he does it through the chaos of brute honesty . whatever compositional gymnastics go into the writing , the end product is very readable and deceptively simple",pos,neg
tihs album is not all that good when it came out in still not good till this day . i like all his other albums better i do n't know why he decided to release this crap.but the only song i really like is hip hip qurtables,neg,pos
"there are so many different sites that all tell you that ' they ' have the best absorbed coenzyme q10 manufactured . it 's hard to know who is really telling the absolute truth or just propagandizing a product for quick sale . we are born with extremely high levels of coenzyme q10 and then it gets slowly used up as the years pass even if we actually eat the foods that resupply our bodies . and who purposefully eats these foods for the coenzyme q10 content ? the mitochondria in every single cell in our body needs this coenzyme for production of energy . by the time we are over 40 , our levels have dropped significantly and our energy levels have dropped with it . i must admit that this nature 's made product does not seem to increase my energy level like other company 's coenzyme q10 does . so , from my own reaction to this product , i do not recommend this particular coenzyme q10. there are several other companies that make excellent , effective products ( like dr. whitaker 's and dr. sinatra 's and dr. william 's ) but not this nature made product",neg,pos
"i rate ( green tea fat burner ) 5 star . because i bot another called lipoxinol 70.00 ) and i bot another one called ( green tea fat furner ) and it was better in quality wise and its only 14.99 at costco . lipoxinol is very good as well but more expesive . bot off amazon.it sais its ( made canada ) derctions say to take 4 pills in am & 4pills pm . and man there great . the ( green tea fat burners ) in comparison dictions say take 2 pillsam & 2pills pm . i over rall i think ( green tea fat burner ) makes me a little bit more hyper . the more hyper the more stuff i do , that means the more excerise i get , , , , , you will see lipoxinal on amazon . its 4 star , this one has less rating for some reason , not many people said much about it , wierd , americans like to pay more money when , this one can work just as great , not all work tho , but like i said this one was great for me in wise , i bot both , dont go off telling every one u are taking weight loss pills because people will get worryed , like theres no problem , people drink coffee every day of there life , i told my mom and she thot i was crazy , but what dose my mom know , she never tryed weight loss pills , i tryed ntoher one from the natral food store call mini skiny fat burner and i felt like i just shot my self with cocane , so be carfull , earbs have been used for thousand of years and can make u drug crazy ,",pos,neg
"this device is useless for monitoring pulse during activity . one must be absolutely still for the meter to get a clear signal . nor is it useful for monitoring resting pulse , as it seems unable to pick up a pulse unless the heart is pounding . at best , this device might manage to acurately read a pulse after a strenuous activity is concluded",neg,pos
"i have used quickbooks basic for a number of years both in my church and for my business . i have kept qb 2004 basic since the upgrades were not immediately necessary for me . i chose to upgrade this year to keep current on maintenance , etc. so again i chose the most basic product offered - "" simple start "" . i received it just fine and it installed perfectly . however , it does not upgrade any previous qb files . as i investigated , intuit says that it wo n't upgrade files from previous qb versions on their web site ( albeit in small print ) and on the product box itself , but that was not ever mentioned in the amazon listing . so then i had to upgrade to the next higher version - an additional $80. qb pro also works very well ; it 's just a shame that intuit insists on misleading customers by not providing full information through all marketing channels . the intuit phone rep also tried to overcharge me $20 for the upgrade but quickly accepted the correct amount when i pointed out their error a second time .",pos,neg
""" the case for faith "" is the weakest volume in a strong series . strobel 's format is fun and engaging . i find his books as "" un-put-downable "" as any blockbuster page-turner . strobel holds a degree from yale law school , and he was an award-winning legal editor at the chicago tribune . he begins with a question : "" does historical evidence support the historicity of jesus ? does current science support the existence of a creator god ? does it make sense to have faith in god ? "" and then travels north america , interviewing acknowledged , academic experts on the question at hand . some rather shrill and not entirely rational attacks on the web protest : "" but , strobel 's books are n't fair , because he only presents one side ! "" perhaps these individuals missed the titles of these books , titles that appear quite prominently on the covers of the books . the first three words of each title is , "" the case for.. . "" no , strobel is not presenting the case *against* his topic ; he does n't represent himself as doing so . our christophobic media and academia presents that case relentlessly ; why should strobel waste paper and time doing that , when that is obviously not what he purports to be doing ? strobel 's accounts of his interviews of the experts are always reader-friendly , but he never talks down to his reader . if you do n't want to wade through the all too often alienating prose of too much academic writing , but want to get to the nub of the issue , strobel is your man . these techniques worked excellently in "" the case for a creator "" and "" the case for christ , "" but less well in "" the case for faith . "" there are three remarkably strong episodes in the book ; these episodes highlight what the rest of the book lacks . in the introduction , strobel interviews canadian evangelist turned atheist charles templeton . templeton presents a righteous , enraged case *against* god , and then , tearfully , admits how much he continues to adore jesus , and , indeed , to miss him . this wrenching passage masterfully captures the dilemma of many who have a love-hate relationship with their creator . in a few brief pages that serve as coda to chapter one , which addresses the question of suffering , strobel 's friend marc harrienger talks about his own pain when his wife ran over their child with the family car . this very brief account is testimony to the power of faith , even in the face of profound suffering . in another brief passage , strobel tells of his friend ron bronski , who went from being a vicious criminal to being a christian minister . these highly personal passages are what i will remember best from this book ; they were the most rewarding to read . the formal interviews with the experts did n't do a lot for me , and some were alienating . norman geisler 's treatment of the slaughter of the amalakites alienated me with its coldness and divorce from human concerns . it may be true that in war , children are killed with their adults - - when the us bombed german and japanese cities during ww ii we killed children as well as adults - - but any attempt to address such killings would have to be delivered with more compassion than geisler manages to convey . too , there is doubt , if not complete disbelief , among archaeologists as to whether these wars of conquest ever took place ( see israel finkelstein . ) the chapter entitled "" church history is littered with oppression and violence "" was especially weak , compared to other treatments of the same material . strobel 's treatment of the witch trials could have been improved with insights from lyndal roper 's work . strobel does n't handle understandings of nazism as a christian phenomenon well at all . the insistence that nazism was a christian phenomenon is revisionist and divorced from historical fact , and that should be made immediately clear as day in any discussion of the matter . nazism was a pagan and a scientific phenomenon . the pagan swastika was to replace the christian cross . scientific approaches to what constitutes life worthy of life was to replace "" weak "" christian ideas about humanity 's unity as god 's children and the value of all life . this is not made clear enough in strobel 's account . all in all , i have to say i 've encountered better treatments of the question of faith in other books ... and yet , strobel is such a good writer , and his technique is so engaging , that you could do worse than to read this book . read the other two books in the series first , though .",pos,neg
"before buying quickbooks you should google : quickbooks 2007 simple start free starter edition . this free version never times out . you can immediately download 400m or get the cd with no shipping charge . the big limit in the free upgradeable version is you only get 20 total customers and vendors , so it is ideal for students and those with limited needs",pos,neg
"the novel , a northern light , by jennifer donnelly , is a very realistic portrayal of the life of a teenage farm girl , bound for a great future . jennifer donnelly relates to mattie gokey , the lead character , in a way that they bother grew up in rural side of new york . donnelly attended the university of rochester before she wrote her three novels and one children 's book . her novels include , the tea rose , the winter rose , a northern light , and a children 's book , humble pie . all of her novels include a very popular romantic theme and her book , a northern light , has also been introduced in europe under the title a gathering light . a northern light reflects a lot on the issues of wealth , education , love , and murder . the combination of those themes makes for a novel that anyone is able to read and relate to . as you read this book , you feel like the main message is the traditional cliché of following your dreams no matter how hard they are to achieve . but as you read further , you realize that it 's a lot about hardships , strength and love . on the first page of the book , mattie is imagining a perfect day at the glenmore hotel before she so disappointingly tells herself , "" i believe these things . with all my heart . for i am good at telling myself lies "" . from this quote , you can see the type of person mattie is , and it gives a foreshadowing to the events that would take place throughout the novel . the events typically consist of let down after let down for mattie and her hopes for her future . this book is written from mattie 's point of view which really helps the reader to get to know her better . it adds a different element to the book that would n't be there if it was n't written from mattie 's point of view . it lets you get inside mattie 's head and feel the emotions that she 's dealing with along with her true thoughts and feeling towards situations . mattie is truly troubled girl who works so hard toward what she wants and yet there is always something holding her back . she 's stuck in a farming town where education is n't as important as having a prosperous farm and a family . as you read this book , you just want to tell mattie that she needs to take her own future into consideration and stop worrying long enough to have some faith . she is a selfless giver who is willing to do anything and everything to keep her family and her farm doing well . she deals with extreme guilt for wanting to leave her father after her mother died . she has to learn that the promise that she made to her mother to always take care of her family includes taking care of herself as well . royal loomis enters mattie 's life at a very unconventional time when mattie 's unsure of what she wants to become and she has to chose between his love and the life she 's always wanted . mattie deals with her teacher , miss wilcox , leaving town . miss wilcox was mattie 's role model who was living the life of an independent poet with a car and a royal lifestyle . the life mattie wants . this book is intended for a female audience because it deals with issues that sometime only a girl could understand . it 's a fairly easy read so it is more for adolescents than adults but not for young children . the issues that it deals with are issues that children may not be able to appreciate as much as teenagers who are about to go to college and leave their families . a northern light is full of valuable lessons , but most of all it 's just a good book to get lost in .",neg,pos
"upgraded to this razor after my old remington died , and i 've been very happy with it . it cut a bit close , which irritated my skin at first , but i think that was just me getting used to the "" lift & cut . "" this would be an excellent razor if it was n't for two features ( or lack thereof ) that make it a pain to use . 1. the internal battery is nicd . this type of battery has "" memory "" to it , which means for optimal performance , the battery should be fully drained before you recharge it . otherwise , the life of the battery will slowly shorten until the battery is useless . 2. there is n't a low battery indicator . by itself , either of these features would n't pose a problem . combined , you 're left wondering when you 'll have to charge the shaver , or when you 're off on that business trip , if you 'll need to bring the charger . in the long run , this razor is cheap enough and i expect the battery to last for years . still , it would have been better if the battery was made of nimh or some technology that 's not 15 years old .",pos,neg
"this was a very annoying and boring flick thats barely watchable and throughout the film i kept looking at my watch , the film is not a historical drama nor is it an autobiographical film about william shakespreare infact it is a romantic comedy disguised as a historical drama . my girlfriend insisted that we watch this film together but i was n't in the mood she forced me to watch this , the film was about a struggling young writer shakespeare played by joseph fiennes who falls in love with lady viola played by gwyneth paltro who also happens to inspire his famous play romeo and juliet , this film also won a couple of oscars including gwyny for best actress but i felt like the film was just not that funny because all the characters seemed to talk in an old english style thats hard to understand . overall the film was just o.k. i think that some of the sets and costumes were fantastic and judi dench was great as queen elizabeth but i never want to watch this film again , if your a shakspeare fan and like romantic comedies then you might like this film more than i did .",neg,pos
"there is a reason this book has sold over 180 , 000 copies . it gets right to the point . it accompanies each strategy with a visual aid so you can get a mental picture in your head . further , its section on analyzing stocks and commentary on the state of financial statements and the financial market are right on the money . if your just starting out in options , this book really is a must .",pos,neg
"excellent product . the ' over $450 value ' might be a bit overstated but the packages is still an excellent value . during installation , the 1 year free trial to [...] showed up as a 30 day trial but was resolved quickly through familytreemaker.com support and a subsequent call to ancestry.com support . ancestry.com provided a 1 year free trial to their us deluxe product over the phone and did n't ask for a credit card number for renewal . to me , that 's a sign that they 're a reputable company . some of the additional software in the package is buried on the installation cd but is worth the extra manual effort to find and install - especially the gensmart software .",pos,neg
"these clic glasses are a great idea.. . i first saw them on csi-ny , and sought them out , but they are not made big enough.. . they worked fine as long as i was looking down , but as soon as i turned my head level , or looking up , the glasses would "" pop "" apart . i had purchased two pair , and returned them both",neg,pos
"the product is great , i already have the uni-lateral one and it rocks , so i wanted to buy the bi - lateral aka 2.. and two times they have sent me uni ones that were labeled as bi. . so your best bet is to bi 2 uni 's by themselves until amazon fixes the problem. .",neg,pos
"gun 's & roses came out in the nick of time . record companies were mass producing cookie cutter bands and they all sound the same . g&r made their debut on the music scene in 87 but did n't get big until almost late 88 early 89. appitite is a true masterpiece . welcome to the jungle , it 's so easy , mr. brownstone , my michelle....the list goes on and on . put it in turn it up to 10 and rock on ! the they made a mistake . they realeased an albums worth of great songs on 2 albums . so instead of another masterpiece they wound up with 2 ok albums . then they vanished . anyone who is a fan of the music but could n't care less about axl should pick up velvet revolver with slash and scott wieland from stone temple pilots",pos,neg
"i started off using turbotax this year , but returned it to the store to use taxcut instead . i purchased this version because it was a bargain , and it 's easy enough to do state taxes by hand ( or for free on the state website for those states that have that option ) . i did have some difficulty with the update process , which was frustrating at first . however , i found taxcut 's website to be helpful on this point , and i determined that my firewall was the problem . i was able to update the product once i followed their instructions . one key difference between turbotax and taxcut was that taxcut is not integrated with as many companies . whereas i could automatically download my w-2 and most of my 1099 forms into turbotax , they needed to be manually entered with taxcut . this was n't a huge issue , but one difference people might want to know . i completed and e-filed multiple federal returns , which worked great , and the e-file charge was reasonable ( $15.95 ) . however , i do n't suggest having the e-file charge taken out of your refund . apparently , there 's an extra charge ( i think $25 ) for this service . it 's more efficient and less expensive to just pay the fee with a credit card . now to the software itself . i found it easy to navigate and enter information . i was a bit disappointed in the deduction section . many of the fields were too short for me to enter complete names and addresses of charities , which i found frustrating . however , the calculations were accurate . i checked taxcut 's calculations regarding amt , and they were excellent ( turbotax 's calculations were wrong ) . in the second return i completed , the taxpayer was eligible for eic , and taxcut accurately identified this and did the proper calculations here as well . overall , i was very satisfied with the product , and will use it again next year . i will make suggestions to taxcut , and hope they will improve their support for automatic download of forms and longer fields for charitable deductions . however , even without these changes , the product is an exceptional value",pos,neg
"when i found out francis collins has written a book about his faith , i ordered it the same day . after all , we seemed to be following the same path . i earned a phd in molecular biology in 1981 and had several ` firsts ' in the area of gene cloning . then i found christ as a 40-year-old . my transition was from a semi-serious jew to a materialist to a serious christian . hearing about dr. collins ' spiritual walk had me intrigued . his book should be entitled "" a politician presents evidence for belief "" . it is a completely uncritical view of the last twenty years of biological research . the human genome project is elevated to status of "" bridge to a momentous new era "" . hogwash . hype is the term i would use . the dept. of energy was duped into footing the bill because the national institutes of health saw it as a waste of resources . the author could n't make a better case for the payoff than to show humans have more ` junk dna ' than previously thought . dr. collins then explained darwinian gradualism as if it were dogma . this oversimplification is typical of those who never studied biology except at a medical school . this is not entirely his fault , however , since many scientific journals will not publish research where evolution is n't perfectly gradual and perfectly random . their motivation should be perfectly obvious , but it 's not even on dr. collins ' radar . he also uses mendel 's peas as a pivotal point in our understanding of genetics , assuming the reader would be ignorant that mendel 's data was ` dry-labbed' . usually an author who writes on this subject is strong in either biology or theology . dr. collins relies on two sources for his treatise on theology : st. augustine and c.s. lewis . i happen to agree with him that the creation story and the books of job and song of solomon have a "" lyrical and allegorical flavor "" . i would include the book of jonah in that category as well . however , there is an entire literature on the subject that is completely overlooked . the only time dr. collins makes a strong case for anything , it is to refute edward o wilson , richard dawkins , and their minions . even then , he uses a quote from the late stephen jay gould for his most scathing criticism . francis collins is the consummate politician- -he takes a stand without offending anyone . dr. collins knows that jesus was not a politician , and he did not worry about offending the intellectual elites of his time . take this quote from mat 23:14 "" woe unto you , scribes and pharisees , hypocrites ! for ye devour widows ' houses , and for a pretence make long prayer : therefore ye shall receive the greater damnation . "" dr. collins ' book claims to be a middle ground for theists and scientists . in my opinion it is a piece of fluff and a narcissistic retelling of the human genome project myth .",neg,pos
i received the remote this evening and have not been able to get the remote to work with my canon rebel xt camera . followed the directions that were furnished with the remote to no avail . it appears that this remote is defective,neg,pos
"having listened to steven 's previous albums , greetings from michigan and seven swans countless times , i cannot help but to notice the amount of regurgitation on this album . stevens blatantly rips off his own music . i consider michigan to be sufjan 's masterpiece . do yourself a favor and start there",neg,pos
"i read this years after i 'd read catcher in the rye and nine stories and it was cool to be reading salinger again but it was n't as rewarding as the first two books were . maybe i let too much time pass and outgrew his style . i dunno . i felt as if i was reading a magazine story and not a book story . i still would read everything he wrote tho if he released all new stuff , j.d. salinger 's the man",pos,neg
"by reading the cover i thought it would be a great product to have . it indeed has some good items but overall this is something one can live without . games - bowling game is actually a teaser version . you can play only two lanes . others cost you extra . two other games are not exciting . themes and screen savers are mediocre . i liked the analog convertor but not too much . if you can get input from any audio device , this program can convert it into a digital format . alas it does n't convert to mp3 format . also you need to keep computer completely free of other load while recording otherwise songs will be recorded slow or fast , but not on the normal speed . dancers can provide some entertainment to young kids for two minutes but soon they find out that these dancers have canned actions . i liked ben though especially when he gets tired of dancing . bottom line - i do n't think you would regret buying this at 17 dollars but the novelty will wear off within a week .",neg,pos
"as a former student of ms. morris , i will state that she and william morris were quite emphatic about keeping the teachings sacred and authentic as taught by grand master takata . her history is to this day accurate",neg,pos
"this is a good software for casual use ( hiking , biking , geocaching ) , but not without issues . on the positive side , it definitely beats all non-digital ( scanned usgs maps ) alternatives . the level of details is good enough ( how many of us need to know topography down to 5 feet ? ) . the fact that maps are digitally generated ( with vectors i believe ) makes all the labels clear at any scale . it has two advantages over its main "" digital "" competitor , ng topo . first , all of the us is on one dvd for the price of separate state / region cds from ng . and second , it is available . i could not even find ng 's northeast edition anywhere on the web ! one might think nh and me are some obscure corners of the globe and not big tourist destinations . now the few negatives . the exchange feature with gps is flaky . sometimes it takes several tries of unplugging and replugging the cable and restarting the program before it recognizes my garmin . part of it could be that low and mid range gps still have serial connection and are not truly plug-and-play even with com-to-usb adapter ( beats me why garmin ca n't make all their gps with usb in this day and age ) . in any case , regardless of whose fault it is , it is annoying at times not to be able to connect the two smoothly . the second problem i noticed was with the 3-d window . it clearly consumes a lot of memory and crashes my laptop if i do a lot of rapid rescaling . i ended up just closing that window , since it is pretty much for "" coolness "" and does not add any real topographical value . finally , i had a problem with delorme 's service . i purchased it from amazon with a rebate offer . however , a month after submitting the necessary info i received a card from delorme stating that the bar code i sent was not a upc code . the box only had one bar code on it so i am not sure how i could have made a mistake . they requested that i send a correct one , but with the code cut out and gone , how do they expect me to come up with one ? ! i feel a little bit like that was a cheap way out of paying the rebate but $20 is not worth the time arguing with them over it . i would be interested to hear if anyone else experienced the same problem .",pos,neg
""" con express "" has lots of action in it , which is great because this hides the poor writing and uninteresting characters . unfortunately , the action is n't enough , and in between stunt pieces and shoot-outs , the audience is tempted to doze off . city heat productions is n't really known for producing films of the highest quality , so usually i go easy on them . if this were a big-budget company producing this , i 'd be inclined to pan it entirely . but i was n't expecting much and got a little more than i bargained for . the action is , for the most part , pretty good but nothing competitive with your usual dumb action movie . flanery and vosloo are perfectly casted , but everyone else seems to stiff to add any more flow to the movie . vosloo especially appears to be enjoying himself as an over-the-top bad guy hijacking a train containing deadly chemicals . the film moves fast and contains shades of better movies like under siege 2 , con air , spy game , and speed . if you liked those , you probably wo n't mind this one too much . just go easy on it",neg,pos
