carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
12577,audi, Q8,2019,Automatic,8787,Diesel,145.0,32.8,3.0
18406,vw, Beetle,2014,Manual,40830,Petrol,235.0,38.7,2.0
17136,bmw, 7 Series,2019,Semi-Auto,2218,Petrol,145.0,33.6,3.0
18794,ford, Puma,2002,Manual,108000,Petrol,230.0,38.2,1.7
12845,hyundi, Santa Fe,2017,Semi-Auto,41429,Diesel,145.0,42.8,2.2
16511,merc, CLS Class,2013,Automatic,65000,Diesel,150.0,54.3,2.1
13213,vauxhall, Combo Life,2018,Manual,4541,Diesel,145.0,53.3,1.5
15647,toyota, Avensis,2017,Manual,22640,Diesel,20.0,67.3,1.6
14247,ford, Tourneo Connect,2017,Manual,5094,Diesel,145.0,64.2,1.5
13990,ford, KA,2012,Manual,86667,Petrol,30.0,57.7,1.2
17177,toyota, Avensis,2015,Manual,42238,Diesel,30.0,62.8,2.0
14369,merc, GL Class,2016,Automatic,16000,Diesel,300.0,36.2,3.0
18591,toyota, Prius,2019,Automatic,464,Hybrid,135.0,61.4,1.8
12278,hyundi, Santa Fe,2019,Semi-Auto,130,Diesel,145.0,42.8,2.2
14561,vw, Arteon,2019,Manual,11334,Diesel,145.0,65.7,2.0
16175,bmw, X4,2019,Semi-Auto,8310,Diesel,145.0,42.8,2.0
18746,hyundi, Santa Fe,2002,Manual,94000,Petrol,325.0,30.4,2.4
13996,ford, Galaxy,2017,Manual,36947,Diesel,125.0,56.5,2.0
14484,merc, CLA Class,2014,Automatic,45000,Diesel,30.0,62.8,2.1
13659,audi, RS3,2015,Semi-Auto,60457,Petrol,300.0,34.9,2.5
18161,ford, Mustang,2016,Semi-Auto,42086,Petrol,570.0,23.5,5.0
16704,skoda, Scala,2020,Manual,747,Petrol,145.0,50.4,1.0
14620,vw, Scirocco,2017,Manual,18688,Petrol,150.0,52.3,1.4
17009,bmw, X4,2019,Automatic,9210,Diesel,145.0,42.8,2.0
16286,vauxhall, Combo Life,2019,Manual,2072,Petrol,145.0,42.2,1.2
12089,bmw, M4,2017,Semi-Auto,20750,Petrol,300.0,34.0,3.0
18732,bmw, X6,2019,Automatic,4509,Diesel,145.0,34.9,3.0
12543,ford, Tourneo Custom,2017,Manual,15000,Diesel,145.0,46.3,2.0
17376,vw, Jetta,2011,Manual,60200,Diesel,125.0,58.9,2.0
12110,vw, Caddy,2015,Manual,45500,Diesel,160.0,49.6,2.0
13821,vw, Arteon,2019,Automatic,6000,Diesel,145.0,60.1,2.0
15486,vw, Beetle,2014,Manual,37864,Petrol,145.0,47.9,1.2
15821,merc, SLK,2002,Automatic,61400,Petrol,325.0,30.0,2.3
16771,ford, KA,2015,Manual,38622,Petrol,30.0,57.7,1.2
18303,ford, Puma,2019,Manual,207,Petrol,145.0,50.4,1.0
13704,merc, V Class,2019,Semi-Auto,14086,Diesel,145.0,45.6,2.2
14783,ford, KA,2009,Manual,85000,Petrol,30.0,55.4,1.2
18338,merc, GL Class,2018,Automatic,14505,Petrol,145.0,50.4,1.6
15293,hyundi, IX20,2016,Manual,21152,Diesel,30.0,64.2,1.6
19033,bmw, M3,2017,Semi-Auto,21431,Petrol,150.0,34.0,3.0
12098,ford, KA,2013,Manual,51000,Petrol,30.0,57.7,1.2
14511,hyundi, Santa Fe,2014,Manual,55000,Diesel,200.0,46.3,2.2
13450,ford, Tourneo Connect,2015,Manual,47904,Diesel,125.0,56.5,1.6
18333,ford, Edge,2017,Semi-Auto,34270,Diesel,145.0,47.9,2.0
18271,skoda, Rapid,2015,Manual,37500,Diesel,30.0,64.2,1.6
18434,bmw, M4,2015,Semi-Auto,37724,Petrol,325.0,32.5,3.0
13334,hyundi, Santa Fe,2019,Automatic,10903,Diesel,145.0,39.2,2.2
19040,skoda, Rapid,2018,Manual,11154,Petrol,145.0,61.4,1.0
14655,vw, Caddy Maxi Life,2019,Semi-Auto,9277,Diesel,145.0,54.3,2.0
19069,toyota, GT86,2020,Manual,516,Petrol,150.0,33.2,2.0
19155,merc, CLS Class,2018,Automatic,8376,Petrol,145.0,36.2,3.0
15791,ford, KA,2016,Manual,27703,Petrol,30.0,57.7,1.2
15246,hyundi, IX35,2014,Manual,22632,Diesel,145.0,53.3,1.7
16578,skoda, Rapid,2016,Manual,45895,Petrol,30.0,57.7,1.2
19337,merc, CLA Class,2016,Automatic,30500,Petrol,205.0,40.9,2.0
15363,vw, Jetta,2008,Manual,111000,Diesel,155.0,48.7,2.0
15895,ford, Grand C-MAX,2017,Manual,48934,Petrol,150.0,54.3,1.0
17734,ford, Grand C-MAX,2017,Manual,8764,Diesel,30.0,64.2,1.5
17979,ford, Edge,2019,Automatic,3000,Diesel,145.0,40.4,2.0
16285,toyota, PROACE VERSO,2019,Automatic,5633,Diesel,145.0,38.7,2.0
14772,hyundi, I800,2018,Automatic,32383,Diesel,145.0,28.0,2.5
17947,hyundi, I40,2016,Manual,40741,Diesel,30.0,65.7,1.7
13459,ford, Grand C-MAX,2017,Manual,53296,Diesel,30.0,64.2,1.5
13826,bmw, i8,2015,Automatic,43323,Hybrid,0.0,134.5,1.5
18637,merc, GLS Class,2016,Semi-Auto,33000,Diesel,300.0,37.2,3.0
17169,vw, Arteon,2019,Semi-Auto,7000,Petrol,145.0,47.1,2.0
18440,bmw, 7 Series,2017,Semi-Auto,7500,Petrol,150.0,35.3,4.4
12121,vw, Tiguan Allspace,2018,Semi-Auto,8019,Diesel,145.0,47.9,2.0
17520,ford, Edge,2016,Semi-Auto,28860,Diesel,200.0,47.9,2.0
19489,bmw, Z4,2020,Semi-Auto,10,Petrol,145.0,38.7,2.0
18457,vauxhall, Combo Life,2019,Manual,6526,Petrol,145.0,42.2,1.2
12758,vw, Scirocco,2011,Manual,80000,Diesel,30.0,62.8,2.0
12161,vw, Arteon,2018,Automatic,20159,Petrol,145.0,47.1,2.0
16457,ford, Tourneo Custom,2018,Manual,6959,Diesel,145.0,46.3,2.0
12929,vw, Scirocco,2017,Manual,37835,Diesel,30.0,53.3,2.0
19280,merc, S Class,2019,Semi-Auto,9955,Diesel,145.0,52.3,3.0
15604,merc, CLA Class,2017,Manual,31555,Diesel,20.0,67.3,2.1
17988,toyota, Prius,2017,Automatic,23056,Hybrid,0.0,94.1,1.8
19339,vw, Amarok,2017,Automatic,51214,Diesel,260.0,36.2,3.0
17583,audi, A8,2015,Semi-Auto,52891,Diesel,205.0,47.9,3.0
18699,merc, S Class,2019,Semi-Auto,8365,Diesel,145.0,52.3,3.0
14990,skoda, Kamiq,2019,Manual,3100,Petrol,145.0,47.9,1.0
12125,vw, Shuttle,2019,Semi-Auto,14028,Diesel,145.0,32.8,2.0
16089,bmw, Z4,2014,Manual,22080,Petrol,205.0,41.5,2.0
13819,skoda, Scala,2019,Semi-Auto,5900,Diesel,145.0,54.3,1.6
17208,merc, V Class,2019,Automatic,9000,Diesel,145.0,38.7,2.0
16818,hyundi, IX35,2015,Manual,64925,Diesel,165.0,51.4,2.0
18499,hyundi, Santa Fe,2016,Automatic,29448,Diesel,260.0,41.5,2.2
17908,merc, S Class,2019,Semi-Auto,369,Diesel,145.0,52.3,3.0
13911,vauxhall, Agila,2009,Manual,62000,Petrol,125.0,51.4,1.2
16967,bmw, X6,2018,Semi-Auto,7427,Diesel,145.0,40.9,3.0
12834,ford, Puma,2019,Manual,3000,Petrol,145.0,50.4,1.0
16146,hyundi, I800,2018,Manual,32235,Diesel,145.0,28.0,2.5
14239,audi, A7,2019,Automatic,1932,Diesel,145.0,35.8,3.0
15916,ford, Edge,2016,Automatic,52000,Diesel,200.0,47.9,2.0
13475,hyundi, IX20,2017,Automatic,19825,Petrol,160.0,43.5,1.6
12593,bmw, Z4,2020,Semi-Auto,10,Petrol,150.0,38.7,2.0
16248,skoda, Kamiq,2019,Manual,4500,Diesel,145.0,56.5,1.6
15537,ford, Grand C-MAX,2017,Manual,7219,Diesel,30.0,64.2,1.5
15268,vw, Arteon,2019,Automatic,4867,Petrol,145.0,32.8,2.0
13948,hyundi, IX20,2016,Manual,17611,Petrol,125.0,50.4,1.4
15223,skoda, Yeti,2016,Manual,13757,Petrol,125.0,51.4,1.2
12913,hyundi, IX20,2018,Automatic,17167,Petrol,145.0,43.5,1.6
16852,bmw, M4,2019,Semi-Auto,5239,Petrol,145.0,34.0,3.0
17818,skoda, Scala,2020,Manual,2217,Petrol,145.0,49.6,1.0
16735,ford, Grand C-MAX,2017,Manual,20064,Petrol,30.0,54.3,1.0
18206,hyundi, I800,2018,Automatic,33587,Diesel,145.0,28.0,2.5
13117,merc, S Class,2019,Semi-Auto,375,Diesel,145.0,52.3,3.0
18660,vw, Tiguan Allspace,2018,Semi-Auto,28977,Diesel,145.0,47.9,2.0
17452,merc, M Class,2015,Semi-Auto,33059,Diesel,300.0,39.2,3.0
12197,hyundi, I40,2015,Manual,22000,Diesel,20.0,67.3,1.7
19125,bmw, X6,2013,Automatic,44176,Diesel,300.0,37.7,3.0
14015,ford, Tourneo Connect,2019,Manual,1390,Diesel,145.0,61.4,1.5
12445,merc, CLS Class,2012,Automatic,66880,Diesel,200.0,46.3,3.0
16961,toyota, Prius,2015,Automatic,25360,Hybrid,10.0,64.2,1.8
12699,vw, Eos,2011,Manual,43000,Petrol,185.0,41.5,1.4
13965,ford, Tourneo Custom,2019,Manual,21529,Diesel,145.0,32.5,2.0
13499,skoda, Kamiq,2020,Semi-Auto,1000,Petrol,145.0,43.5,1.5
19496,vw, Caddy,2012,Manual,26142,Diesel,200.0,48.7,1.6
13075,vauxhall, GTC,2015,Manual,63605,Diesel,30.0,65.7,1.6
17480,bmw, 8 Series,2019,Semi-Auto,1135,Diesel,145.0,40.4,3.0
13029,ford, KA,2008,Manual,77000,Petrol,200.0,43.5,1.3
15254,toyota, PROACE VERSO,2019,Manual,588,Diesel,145.0,40.4,2.0
12461,vw, Scirocco,2015,Manual,46027,Diesel,20.0,55.4,2.0
17790,vw, Beetle,2015,Manual,35212,Diesel,30.0,65.7,1.6
13021,merc, SLK,2001,Automatic,91000,Petrol,325.0,30.0,2.3
17688,hyundi, Santa Fe,2019,Automatic,14778,Diesel,145.0,39.8,2.2
13154,bmw, M4,2019,Automatic,2460,Petrol,145.0,34.0,3.0
13217,hyundi, I40,2018,Manual,17755,Diesel,145.0,67.3,1.7
18453,bmw, X4,2019,Semi-Auto,5656,Diesel,150.0,42.8,2.0
19311,bmw, X4,2019,Semi-Auto,7272,Diesel,150.0,42.8,2.0
15402,toyota, Land Cruiser,2017,Semi-Auto,21000,Diesel,150.0,38.2,2.8
17720,vw, Scirocco,2015,Manual,49853,Diesel,20.0,55.4,2.0
17403,ford, Galaxy,2017,Manual,50446,Diesel,125.0,56.5,2.0
13502,merc, GL Class,2014,Automatic,34534,Petrol,200.0,42.8,2.0
19031,ford, Tourneo Custom,2016,Manual,22704,Diesel,200.0,44.8,2.0
13715,hyundi, IX20,2017,Manual,15773,Petrol,145.0,50.4,1.4
15435,ford, Grand Tourneo Connect,2015,Manual,94000,Diesel,125.0,58.9,1.6
18679,merc, SLK,2000,Automatic,113237,Petrol,270.0,27.2,3.2
14659,bmw, 6 Series,2016,Automatic,32449,Diesel,160.0,51.4,3.0
14362,merc, S Class,2019,Automatic,4320,Diesel,145.0,52.3,3.0
16558,ford, Grand C-MAX,2017,Manual,22888,Petrol,30.0,54.3,1.0
14558,bmw, X4,2015,Automatic,44147,Diesel,200.0,47.9,3.0
18068,hyundi, IX35,2015,Manual,59238,Diesel,145.0,54.3,1.7
12934,hyundi, I40,2017,Manual,17393,Diesel,145.0,65.7,1.7
19321,hyundi, IX35,2015,Manual,59817,Diesel,145.0,54.3,1.7
14263,ford, Grand Tourneo Connect,2015,Manual,115613,Diesel,125.0,58.9,1.6
19303,vauxhall, GTC,2016,Manual,40646,Petrol,160.0,47.1,1.4
13322,toyota, Prius,2013,Automatic,56077,Hybrid,10.0,64.2,1.8
18156,ford, Grand C-MAX,2019,Manual,15097,Diesel,145.0,56.5,1.5
14569,bmw, Z4,2016,Semi-Auto,16761,Petrol,200.0,41.5,2.0
18992,merc, SLK,2015,Manual,47003,Petrol,205.0,41.5,1.8
13494,audi, A7,2019,Semi-Auto,6000,Diesel,145.0,48.7,2.0
19093,bmw, 6 Series,2015,Semi-Auto,26797,Diesel,160.0,49.6,3.0
13415,audi, A8,2019,Automatic,5000,Petrol,145.0,37.7,3.0
15180,ford, Puma,2020,Manual,2396,Petrol,145.0,49.6,1.0
14613,vw, Amarok,2019,Automatic,3412,Diesel,260.0,27.7,3.0
18666,toyota, Hilux,2019,Automatic,18645,Diesel,260.0,36.2,2.4
13137,ford, Grand C-MAX,2016,Automatic,13642,Diesel,30.0,58.9,1.5
12282,merc, GL Class,2015,Automatic,51081,Diesel,325.0,36.2,3.0
18424,vw, Arteon,2018,Semi-Auto,20810,Petrol,145.0,47.1,2.0
17441,bmw, X4,2017,Semi-Auto,37114,Diesel,200.0,47.9,3.0
19241,vw, Beetle,2014,Manual,33391,Diesel,30.0,65.7,1.6
12413,ford, KA,2011,Manual,64304,Petrol,30.0,57.7,1.2
17112,bmw, 6 Series,2014,Automatic,29178,Diesel,160.0,50.4,3.0
12799,audi, RS6,2017,Automatic,17283,Petrol,150.0,29.4,4.0
12688,vauxhall, GTC,2016,Manual,26342,Petrol,160.0,47.1,1.4
17821,vauxhall, Vivaro,2016,Manual,13000,Diesel,160.0,49.6,1.6
12440,skoda, Yeti,2017,Semi-Auto,11000,Petrol,125.0,51.4,1.2
17841,merc, V Class,2019,Manual,20578,Diesel,145.0,46.3,2.1
12568,audi, A8,2006,Automatic,104000,Diesel,325.0,33.6,3.0
17887,ford, Tourneo Custom,2017,Manual,41269,Diesel,145.0,44.8,2.0
19610,vw, Amarok,2019,Automatic,7500,Diesel,265.0,28.3,3.0
15390,vw, Arteon,2019,Semi-Auto,3000,Petrol,145.0,40.4,1.5
15273,toyota, Hilux,2018,Automatic,12276,Diesel,265.0,36.2,2.4
18352,merc, S Class,2019,Semi-Auto,3380,Diesel,145.0,52.3,3.0
14977,hyundi, Santa Fe,2019,Semi-Auto,7119,Diesel,145.0,39.2,2.2
13632,ford, Edge,2016,Manual,28043,Diesel,160.0,48.7,2.0
17840,vauxhall, GTC,2017,Manual,67928,Diesel,150.0,65.7,1.6
15060,hyundi, I800,2018,Manual,31312,Diesel,145.0,31.7,0.0
13025,vw, Tiguan Allspace,2019,Manual,4487,Diesel,145.0,46.3,2.0
18715,bmw, X7,2019,Semi-Auto,3003,Diesel,145.0,33.6,3.0
16128,bmw, Z4,2014,Manual,31000,Petrol,200.0,41.5,2.0
14045,toyota, Camry,2019,Automatic,10732,Hybrid,135.0,52.3,2.5
15187,bmw, X4,2017,Automatic,68689,Diesel,145.0,54.3,2.0
14062,toyota, PROACE VERSO,2019,Manual,10,Diesel,145.0,40.4,2.0
14499,ford, Grand Tourneo Connect,2018,Manual,25546,Diesel,145.0,61.4,1.5
12214,ford, Grand C-MAX,2017,Manual,38967,Petrol,30.0,54.3,1.0
14733,merc, S Class,2019,Semi-Auto,1000,Diesel,145.0,52.3,3.0
18877,audi, Q8,2019,Semi-Auto,5978,Diesel,150.0,30.7,4.0
16823,merc, CLA Class,2013,Automatic,66000,Diesel,30.0,62.8,2.1
13482,vauxhall, Combo Life,2019,Manual,4,Petrol,145.0,42.2,1.2
17697,toyota, Prius,2016,Automatic,10000,Hybrid,0.0,85.6,1.8
13483,toyota, Land Cruiser,2004,Automatic,160000,Diesel,325.0,31.4,3.0
12900,hyundi, IX20,2016,Automatic,4210,Petrol,165.0,43.5,1.6
12953,ford, Galaxy,2019,Semi-Auto,3802,Diesel,145.0,54.3,2.0
14824,ford, Edge,2019,Semi-Auto,1521,Diesel,145.0,37.2,2.0
14975,skoda, Yeti,2017,Automatic,12000,Petrol,145.0,51.4,1.2
12707,toyota, Prius,2015,Automatic,22447,Hybrid,0.0,68.9,1.8
12068,ford, Edge,2019,Semi-Auto,7999,Diesel,145.0,37.2,2.0
18896,skoda, Scala,2019,Semi-Auto,430,Petrol,145.0,47.1,1.0
17502,ford, Grand C-MAX,2017,Manual,32058,Diesel,30.0,64.2,1.5
16765,hyundi, Santa Fe,2016,Manual,32696,Diesel,200.0,46.3,2.2
14315,vw, Arteon,2017,Semi-Auto,30874,Petrol,145.0,47.1,2.0
17579,toyota, Prius,2016,Automatic,31182,Hybrid,0.0,85.6,1.8
16592,ford, Galaxy,2012,Manual,64237,Petrol,235.0,39.2,1.6
18063,vw, Amarok,2019,Automatic,5466,Diesel,265.0,33.6,3.0
17361,ford, Puma,2019,Manual,3068,Petrol,145.0,50.4,1.0
15865,hyundi, Santa Fe,2018,Semi-Auto,10500,Diesel,145.0,39.8,2.2
18909,vw, Arteon,2019,Manual,100,Diesel,145.0,52.3,2.0
17625,hyundi, IX20,2015,Automatic,21900,Petrol,165.0,43.5,1.6
13325,hyundi, Santa Fe,2017,Semi-Auto,16686,Diesel,235.0,42.8,2.2
12883,vw, Beetle,2014,Manual,30323,Diesel,150.0,55.4,2.0
14563,toyota, Verso,2017,Automatic,24972,Petrol,200.0,42.8,1.8
17670,skoda, Kamiq,2020,Manual,2500,Petrol,145.0,47.9,1.0
14584,vw, Scirocco,2016,Manual,32001,Diesel,20.0,55.4,2.0
17106,hyundi, IX35,2015,Manual,47049,Diesel,160.0,51.4,2.0
17722,skoda, Scala,2020,Automatic,100,Petrol,145.0,44.8,1.5
19225,bmw, i3,2016,Automatic,35446,Hybrid,0.0,470.8,0.0
12077,toyota, Land Cruiser,2017,Semi-Auto,34580,Diesel,305.0,38.2,2.8
16153,toyota, Verso,2016,Manual,44098,Diesel,30.0,62.8,1.6
17198,ford, Galaxy,2017,Manual,20999,Diesel,125.0,56.5,2.0
12634,vw, Caravelle,2019,Semi-Auto,5434,Diesel,145.0,33.6,2.0
18659,hyundi, IX35,2015,Manual,33910,Petrol,200.0,41.5,1.6
12242,audi, R8,2013,Manual,19834,Petrol,570.0,19.6,4.2
15810,toyota, Land Cruiser,2018,Automatic,15191,Diesel,150.0,38.2,2.8
19056,vw, California,2019,Automatic,6739,Diesel,260.0,33.2,2.0
16115,merc, SLK,2004,Manual,51566,Petrol,325.0,30.7,2.0
14683,ford, Grand Tourneo Connect,2017,Manual,39494,Diesel,30.0,64.2,1.5
19369,vauxhall, Antara,2014,Semi-Auto,62308,Diesel,330.0,33.2,2.2
19145,vauxhall, Vivaro,2016,Manual,29652,Diesel,160.0,50.4,1.6
14385,ford, Puma,2020,Manual,4998,Petrol,145.0,50.4,1.0
18226,audi, RS4,2018,Automatic,23996,Petrol,145.0,32.1,2.9
19233,ford, Galaxy,2019,Semi-Auto,9513,Diesel,145.0,46.3,2.0
15071,merc, S Class,2018,Semi-Auto,2286,Petrol,145.0,40.9,3.0
17626,vw, Scirocco,2016,Semi-Auto,13200,Diesel,30.0,62.8,2.0
15279,ford, Edge,2017,Semi-Auto,15349,Diesel,200.0,47.9,2.0
15068,skoda, Scala,2020,Semi-Auto,100,Petrol,145.0,45.6,1.5
15729,toyota, GT86,2018,Manual,31231,Petrol,150.0,36.2,2.0
14969,merc, X-CLASS,2018,Automatic,7820,Diesel,260.0,31.4,3.0
13516,bmw, M3,2015,Semi-Auto,37249,Petrol,300.0,34.0,3.0
13132,ford, KA,2016,Manual,17081,Petrol,30.0,57.7,1.2
19268,ford, Grand C-MAX,2018,Manual,32038,Diesel,145.0,64.2,1.5
14405,merc, CLA Class,2020,Automatic,1000,Petrol,145.0,44.8,1.3
17032,merc, CLS Class,2016,Semi-Auto,23629,Diesel,145.0,56.5,2.1
14132,ford, KA,2012,Manual,47000,Petrol,30.0,57.7,1.2
15074,audi, A7,2017,Semi-Auto,38519,Diesel,145.0,52.3,3.0
13739,bmw, 6 Series,2017,Automatic,31328,Diesel,145.0,51.4,3.0
16990,vw, Jetta,2014,Manual,1,Diesel,20.0,67.3,1.6
17917,ford, KA,2015,Manual,43544,Petrol,30.0,57.7,1.2
14024,skoda, Kamiq,2019,Manual,1000,Petrol,145.0,47.9,1.0
14252,merc, V Class,2017,Automatic,33000,Diesel,145.0,44.6,2.1
13176,ford, Grand C-MAX,2016,Automatic,27571,Diesel,30.0,58.9,1.5
17178,ford, Galaxy,2012,Manual,39653,Petrol,235.0,39.2,1.6
15118,skoda, Scala,2019,Automatic,2356,Petrol,145.0,45.6,1.5
13886,bmw, X4,2019,Automatic,123,Petrol,145.0,26.9,3.0
19176,hyundi, IX20,2017,Manual,30458,Petrol,150.0,50.4,1.4
14492,merc, CLS Class,2017,Semi-Auto,26747,Diesel,145.0,51.4,3.0
15812,vw, Caravelle,2011,Automatic,45000,Diesel,325.0,34.4,2.0
12195,vw, CC,2017,Semi-Auto,17955,Diesel,125.0,58.9,2.0
19047,merc, GL Class,2016,Automatic,54761,Diesel,125.0,56.6,2.1
16603,skoda, Scala,2019,Semi-Auto,3500,Petrol,145.0,45.6,1.5
14491,bmw, X4,2019,Automatic,2380,Petrol,145.0,26.9,3.0
15555,merc, SLK,2004,Automatic,62744,Petrol,325.0,30.7,2.0
15426,merc, S Class,2010,Automatic,38000,Petrol,570.0,19.5,6.2
12483,hyundi, Santa Fe,2017,Manual,30956,Diesel,200.0,47.1,2.2
15728,toyota, Prius,2019,Automatic,722,Hybrid,140.0,64.2,1.8
12922,ford, Galaxy,2019,Manual,2000,Diesel,145.0,55.4,2.0
13038,vauxhall, Combo Life,2019,Manual,8001,Diesel,150.0,53.3,1.5
12846,vw, Arteon,2019,Semi-Auto,25,Diesel,145.0,50.4,2.0
12816,vw, Beetle,2016,Manual,65318,Diesel,20.0,65.7,2.0
15601,ford, KA,2013,Manual,35708,Petrol,30.0,57.7,1.2
14578,audi, S4,2018,Automatic,29000,Petrol,150.0,35.8,3.0
16111,merc, S Class,2015,Automatic,76000,Diesel,200.0,48.7,3.0
19395,merc, S Class,2001,Automatic,108800,Diesel,325.0,31.7,3.2
18589,bmw, X4,2017,Automatic,41543,Diesel,150.0,54.3,2.0
17096,vauxhall, Combo Life,2019,Manual,10048,Diesel,145.0,53.3,1.5
17861,bmw, X4,2019,Semi-Auto,6170,Diesel,145.0,40.9,3.0
19098,audi, A8,2018,Automatic,4284,Petrol,145.0,37.7,3.0
13095,vw, Shuttle,2019,Semi-Auto,8605,Diesel,150.0,32.8,2.0
18557,audi, Q8,2019,Automatic,1000,Diesel,145.0,32.8,3.0
19059,merc, SLK,2016,Semi-Auto,29726,Diesel,30.0,70.6,2.0
12308,vw, Caddy Maxi Life,2019,Semi-Auto,3818,Diesel,145.0,46.3,2.0
13254,hyundi, I40,2019,Manual,30,Diesel,145.0,54.3,1.6
13961,bmw, X4,2019,Semi-Auto,10910,Diesel,150.0,42.8,2.0
18003,audi, S3,2016,Semi-Auto,42000,Petrol,160.0,43.5,2.0
13271,skoda, Scala,2019,Manual,2900,Petrol,145.0,49.6,1.0
16688,hyundi, IX20,2016,Automatic,3000,Petrol,160.0,43.5,1.6
13056,hyundi, IX20,2017,Automatic,27185,Petrol,160.0,43.5,1.6
19278,ford, KA,2014,Manual,24962,Petrol,30.0,57.7,1.2
19209,ford, Edge,2018,Automatic,8633,Diesel,145.0,47.9,2.0
14040,hyundi, IX35,2013,Manual,26454,Diesel,145.0,48.7,1.7
19042,audi, SQ5,2017,Automatic,24575,Petrol,145.0,34.0,3.0
17673,skoda, Kamiq,2020,Manual,1000,Petrol,145.0,49.6,1.0
12824,vw, Caravelle,2019,Semi-Auto,2544,Diesel,145.0,32.8,2.0
12205,vw, Tiguan Allspace,2019,Automatic,4635,Diesel,145.0,38.7,2.0
15580,merc, V Class,2018,Manual,26276,Diesel,145.0,46.3,2.1
16083,vauxhall, GTC,2015,Manual,49523,Diesel,125.0,60.1,2.0
12808,ford, Grand Tourneo Connect,2017,Manual,9000,Diesel,145.0,64.2,1.5
12484,vw, Beetle,2016,Manual,14382,Petrol,165.0,43.5,2.0
19570,vauxhall, Antara,2015,Manual,65000,Diesel,240.0,44.1,2.2
13205,hyundi, Getz,2007,Manual,57000,Petrol,125.0,51.4,1.1
19629,ford, Edge,2017,Manual,9975,Diesel,145.0,48.7,2.0
18124,ford, Edge,2018,Automatic,11007,Diesel,145.0,37.2,2.0
19320,ford, Edge,2017,Manual,65853,Diesel,160.0,48.7,2.0
19203,hyundi, IX35,2011,Manual,75617,Diesel,145.0,48.7,1.7
14320,vw, Scirocco,2016,Manual,35692,Diesel,20.0,55.4,2.0
17513,vw, Amarok,2018,Automatic,35000,Diesel,260.0,36.2,3.0
18121,ford, Edge,2017,Manual,22017,Diesel,160.0,48.7,2.0
16870,hyundi, I40,2019,Manual,30,Diesel,145.0,54.3,1.6
18599,toyota, Hilux,2018,Manual,26411,Diesel,265.0,40.4,2.4
18238,vw, Tiguan Allspace,2020,Manual,752,Diesel,145.0,46.3,2.0
18804,vw, Caravelle,2019,Automatic,9200,Diesel,150.0,32.8,2.0
17880,merc, CLS Class,2019,Semi-Auto,7038,Diesel,145.0,47.9,2.9
12783,vauxhall, Combo Life,2019,Manual,9726,Diesel,145.0,53.3,1.5
15695,vw, Scirocco,2015,Manual,50000,Petrol,300.0,34.9,2.0
17499,vw, Arteon,2019,Semi-Auto,5807,Diesel,145.0,44.1,2.0
18140,audi, A7,2016,Automatic,40674,Diesel,125.0,61.4,3.0
17897,merc, CLS Class,2019,Semi-Auto,3354,Diesel,145.0,48.7,2.9
12661,merc, V Class,2019,Automatic,18603,Diesel,145.0,48.7,2.1
12739,hyundi, I800,2019,Manual,21457,Diesel,145.0,31.7,2.5
15685,skoda, Yeti,2014,Manual,72500,Diesel,150.0,55.4,2.0
16391,skoda, Rapid,2016,Semi-Auto,49000,Petrol,30.0,58.9,1.4
17421,ford, KA,2010,Manual,38000,Petrol,30.0,55.4,1.2
15724,merc, GL Class,2007,Automatic,104000,Diesel,570.0,28.8,3.0
16143,bmw, M4,2019,Semi-Auto,1921,Petrol,145.0,32.5,3.0
13162,skoda, Kamiq,2020,Semi-Auto,2500,Petrol,145.0,43.5,1.5
18708,audi, A7,2014,Automatic,61140,Diesel,200.0,47.9,3.0
13779,vw, Amarok,2016,Automatic,41978,Diesel,260.0,35.3,2.0
18914,ford, Galaxy,2008,Manual,174000,Diesel,220.0,44.8,1.8
15255,toyota, Prius,2016,Automatic,37000,Hybrid,0.0,85.6,1.8
18592,toyota, Camry,2019,Automatic,3000,Hybrid,135.0,52.3,2.5
19227,ford, Galaxy,2018,Manual,34350,Diesel,145.0,56.5,2.0
14290,bmw, X4,2016,Semi-Auto,50944,Diesel,205.0,47.9,3.0
16686,vw, Scirocco,2015,Manual,25751,Petrol,125.0,52.3,1.4
12165,vauxhall, Combo Life,2019,Manual,2048,Diesel,145.0,53.3,1.5
16576,bmw, 6 Series,2017,Automatic,26000,Diesel,145.0,49.6,3.0
12592,ford, Tourneo Custom,2018,Manual,14292,Diesel,145.0,32.5,2.0
16781,bmw, M4,2016,Automatic,4550,Petrol,300.0,33.2,3.0
15245,vw, Scirocco,2016,Automatic,28902,Diesel,125.0,53.3,2.0
13491,audi, A8,2018,Automatic,2490,Petrol,145.0,37.7,3.0
15637,hyundi, IX20,2017,Manual,9760,Diesel,150.0,64.2,1.6
13560,vauxhall, Antara,2013,Manual,53469,Diesel,240.0,44.1,2.2
18508,ford, KA,2012,Manual,57500,Petrol,30.0,57.7,1.2
14053,ford, Tourneo Custom,2018,Manual,2500,Diesel,145.0,32.5,2.0
13005,merc, CLS Class,2019,Semi-Auto,5053,Diesel,145.0,48.7,2.9
17665,merc, X-CLASS,2018,Automatic,11366,Diesel,265.0,31.4,3.0
16930,merc, CLS Class,2011,Automatic,88559,Diesel,200.0,46.3,3.0
