Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
211,1-STORY 1945-,RL,67.0,5604,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3,3,0,3,468,1,0,396,864,GasA,3,0,4,864,0,0,864,1,0,1,0,2,1,3,5,0,0,0,,1925.0,0,0,0,0,0,2,0,0,96,0,0,0,0,0,,0,Apr,2008,WD,Normal,98000
212,1-STORY 1946+,RL,83.0,10420,Pave,,0,Lvl,3,Corner,0,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,36,1,0,1176,1212,GasA,5,1,5,1212,0,0,1212,0,0,2,0,3,1,4,6,0,0,0,Attchd,2009.0,2,2,460,3,3,2,100,22,0,0,0,0,0,0,,0,Mar,2010,WD,Normal,186000
213,2-STORY 1946+,FV,72.0,8640,Pave,,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,822,1,0,78,900,GasA,5,1,5,932,920,0,1852,1,0,2,1,3,1,4,7,0,1,3,Attchd,2009.0,2,2,644,3,3,2,168,108,0,0,0,0,0,0,,0,July,2009,New,Partial,252678
214,1-STORY 1946+,RL,43.0,13568,Pave,,2,Lvl,3,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,5,716,1,0,274,990,GasA,5,1,5,990,0,0,990,0,1,1,0,3,1,3,5,0,0,0,Attchd,1996.0,1,2,576,3,3,2,224,0,0,0,0,0,0,0,,0,July,2006,WD,Normal,156000
215,2-STORY 1946+,RL,,10900,Pave,,1,Lvl,3,FR2,0,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,3,CBlock,4,3,0,6,378,1,0,311,689,GasA,5,1,5,689,703,0,1392,0,0,1,1,3,1,3,6,0,0,0,Attchd,1977.0,3,1,299,3,3,2,0,36,0,0,0,0,0,3,Shed,450,Mar,2010,WD,Normal,161750
216,1-STORY 1946+,RL,72.0,10011,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,3,3,CBlock,3,3,0,4,360,1,0,710,1070,GasA,3,1,5,1236,0,0,1236,0,1,1,0,2,1,4,6,1,1,2,Attchd,1957.0,1,1,447,3,3,2,0,0,0,0,0,0,0,3,,0,May,2006,WD,Normal,134450
217,1-STORY 1946+,RL,65.0,8450,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4,3,PConc,4,3,1,6,946,1,0,490,1436,GasA,5,1,5,1436,0,0,1436,1,0,2,0,3,1,4,8,0,0,0,Attchd,2004.0,1,2,484,3,3,2,139,98,0,0,0,0,0,0,,0,Apr,2008,WD,Normal,210000
218,2-STORY 1945-,RM,57.0,9906,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,686,686,GasA,2,0,5,810,518,0,1328,0,0,1,0,3,1,3,8,0,0,0,Detchd,1940.0,1,1,210,3,3,2,0,172,60,0,0,0,0,0,,0,Sept,2006,WD,Family,107000
219,1-1/2 STORY FIN,RL,,15660,Pave,,1,Lvl,3,Corner,0,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,4,4,CBlock,3,3,0,4,341,1,0,457,798,GasA,5,1,5,1137,817,0,1954,0,1,1,1,3,1,4,8,0,2,3,Attchd,1939.0,1,2,431,3,3,2,0,119,150,0,0,0,0,0,,0,May,2008,WD,Normal,311500
220,1-STORY PUD 1946+,RL,43.0,3010,Pave,,0,Lvl,3,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,2,6,16,1,0,1232,1248,GasA,5,1,5,1248,0,0,1248,0,0,2,0,2,1,4,5,0,0,0,Attchd,2005.0,3,2,438,3,3,2,108,0,0,0,0,0,0,0,,0,Mar,2006,New,Partial,167240
221,1-STORY 1946+,RL,73.0,8990,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,1498,1498,GasA,5,1,5,1498,0,0,1498,0,0,2,0,2,1,4,5,0,0,0,Attchd,2006.0,2,2,675,3,3,2,351,33,0,0,0,0,0,0,,0,Apr,2006,New,Partial,204900
222,2-STORY 1946+,RL,,8068,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,1010,1010,GasA,5,1,5,1010,1257,0,2267,0,0,2,1,4,1,4,8,0,1,3,BuiltIn,2002.0,2,2,390,3,3,2,120,46,0,0,0,0,0,0,,0,Dec,2009,ConLI,Normal,200000
223,2-STORY 1946+,RL,85.0,11475,Pave,,0,Lvl,3,Inside,0,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,0,5,550,1,0,163,713,GasA,3,1,5,811,741,0,1552,1,0,2,1,3,1,3,6,0,1,3,Attchd,1975.0,2,2,434,3,3,2,209,208,0,0,0,0,0,3,,0,Feb,2006,WD,Normal,179900
224,1-STORY 1946+,RL,70.0,10500,Pave,,0,Lvl,3,FR2,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,524,3,180,160,864,GasA,4,1,5,864,0,0,864,0,0,1,0,2,1,3,4,0,0,0,Detchd,1989.0,1,2,576,3,3,2,216,0,0,0,0,0,0,0,,0,Mar,2009,WD,Abnorml,97000
225,1-STORY 1946+,RL,103.0,13472,Pave,,0,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,5,3,PConc,5,3,3,6,56,1,0,2336,2392,GasA,5,1,5,2392,0,0,2392,0,0,2,0,3,1,5,8,0,1,5,Attchd,2003.0,3,3,968,3,3,2,248,105,0,0,0,0,0,0,,0,June,2009,WD,Normal,386250
226,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,3,3,CBlock,3,3,0,1,0,1,0,630,630,GasA,3,1,5,630,672,0,1302,0,0,2,1,3,1,3,6,0,0,0,Detchd,1991.0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,,0,May,2009,COD,Abnorml,112000
227,2-STORY 1946+,RL,82.0,9950,Pave,,1,Lvl,3,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,0,6,565,1,0,638,1203,GasA,5,1,5,1214,1306,0,2520,0,0,2,1,4,1,4,9,0,1,3,Attchd,1995.0,2,3,721,3,3,2,224,114,0,0,0,0,0,0,,0,June,2007,WD,Abnorml,290000
228,2-STORY PUD 1946+,RM,21.0,1869,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3,3,CBlock,3,3,0,3,321,1,0,162,483,GasA,3,1,5,483,504,0,987,0,0,1,1,2,1,3,5,0,0,0,Detchd,1987.0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,,0,Sept,2008,WD,Normal,106000
229,1-STORY 1946+,RL,70.0,8521,Pave,,0,Lvl,3,FR2,0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,842,1,0,70,912,GasA,3,1,5,912,0,0,912,0,0,1,0,3,1,3,5,0,1,2,Detchd,1974.0,1,1,336,3,3,2,0,0,0,0,0,0,0,3,,0,May,2010,WD,Normal,125000
230,1-STORY PUD 1946+,RL,43.0,3182,Pave,,0,Lvl,3,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,2,6,16,1,0,1357,1373,GasA,5,1,5,1555,0,0,1555,0,0,2,0,2,1,4,7,0,1,3,Attchd,2005.0,3,2,430,3,3,2,143,20,0,0,0,0,0,0,,0,May,2009,WD,Normal,192500
231,1-STORY 1946+,RL,73.0,8760,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,3,3,CBlock,3,3,0,1,0,1,0,1194,1194,GasA,3,1,5,1194,0,0,1194,1,0,1,0,3,1,3,6,0,0,0,Attchd,1959.0,2,1,312,3,3,2,0,0,120,0,0,0,0,0,,0,Apr,2010,WD,Normal,148000
232,2-STORY 1946+,RL,174.0,15138,Pave,,1,Lvl,3,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,0,6,689,1,0,773,1462,GasA,5,1,5,1490,1304,0,2794,1,0,2,1,4,1,5,9,0,1,3,Attchd,1995.0,3,3,810,3,3,2,0,146,202,0,0,0,0,0,,0,July,2009,WD,Normal,403000
233,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,3,3,CBlock,3,3,0,1,0,1,0,483,483,GasA,3,1,5,483,504,0,987,0,0,1,1,2,1,3,5,0,1,1,Attchd,1972.0,1,1,288,3,3,2,0,0,0,0,0,0,0,0,,0,June,2006,WD,Normal,94500
234,1-STORY 1946+,RL,75.0,10650,Pave,,0,Lvl,3,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,2,2,182,5,712,0,894,GasA,3,1,5,894,0,0,894,1,0,1,0,3,1,3,5,0,0,0,Attchd,1976.0,1,1,308,3,3,2,365,0,0,0,0,0,0,3,,0,Feb,2010,WD,Normal,128200
235,2-STORY 1946+,RL,,7851,Pave,,0,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,625,1,0,235,860,GasA,5,1,5,860,1100,0,1960,1,0,2,1,4,1,4,8,0,2,3,BuiltIn,2002.0,3,2,440,3,3,2,288,48,0,0,0,0,0,0,,0,May,2010,WD,Normal,216500
236,2-STORY PUD 1946+,RM,21.0,1680,Pave,,0,Lvl,3,Inside,0,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,3,3,CBlock,3,3,0,5,358,1,0,125,483,GasA,3,1,5,483,504,0,987,0,0,1,1,2,1,3,5,0,0,0,Detchd,1971.0,1,1,264,3,3,2,0,0,0,0,0,0,0,0,,0,Aug,2008,WD,Normal,89500
237,1-STORY 1946+,RL,65.0,8773,Pave,,0,Lvl,3,FR2,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,4,3,PConc,4,3,2,6,24,1,0,1390,1414,GasA,5,1,5,1414,0,0,1414,0,0,2,0,3,1,4,6,0,0,0,Attchd,2004.0,2,2,494,3,3,2,132,105,0,0,0,0,0,0,,0,May,2010,WD,Normal,185500
238,2-STORY 1946+,RL,,9453,Pave,,1,Lvl,3,CulDSac,0,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0,4,402,1,0,594,996,GasA,5,1,5,1014,730,0,1744,0,0,2,1,3,1,4,7,0,0,0,Attchd,1993.0,2,2,457,3,3,2,370,70,0,238,0,0,0,0,,0,Feb,2010,WD,Normal,194500
239,1-STORY 1946+,RL,93.0,12030,Pave,,0,Lvl,3,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,5,3,PConc,5,3,0,1,0,1,0,1694,1694,GasA,5,1,5,1694,0,0,1694,0,0,2,0,3,1,4,7,0,0,0,Attchd,2007.0,3,3,818,3,3,2,168,228,0,0,0,0,0,0,,0,Dec,2007,New,Partial,318000
240,1-1/2 STORY FIN,RL,52.0,8741,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,0,2,94,1,0,641,735,GasA,3,1,4,798,689,0,1487,0,0,1,1,3,1,3,7,0,1,4,Detchd,1949.0,1,1,220,3,3,2,0,140,0,0,0,0,0,3,,0,Apr,2010,WD,Normal,113000
241,1-STORY 1946+,FV,75.0,9000,Pave,,0,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,2,6,1078,1,0,488,1566,GasA,5,1,5,1566,0,0,1566,1,0,2,0,3,1,4,7,0,0,0,Attchd,2008.0,2,2,750,3,3,2,144,168,0,0,0,0,0,0,,0,Apr,2010,WD,Normal,262500
242,1-STORY 1945-,RM,40.0,3880,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0,5,329,1,0,357,686,GasA,4,1,5,866,0,0,866,0,0,1,0,2,1,4,4,0,0,0,,1945.0,0,0,0,0,0,2,58,42,0,0,0,0,0,0,,0,Aug,2007,WD,Normal,110500
243,1-1/2 STORY FIN,RM,63.0,5000,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,540,540,GasA,4,0,4,889,551,0,1440,0,0,1,0,3,1,3,6,0,0,0,Attchd,1940.0,1,1,352,2,3,2,0,0,77,0,0,0,0,0,,0,Apr,2006,WD,Normal,79000
244,2-STORY PUD 1946+,RL,75.0,10762,Pave,,0,Lvl,3,Corner,0,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,1,0,1,0,626,626,GasA,3,1,5,626,591,0,1217,0,0,1,1,3,1,3,6,0,1,3,Attchd,1980.0,2,1,288,3,3,2,0,28,0,0,0,0,0,0,,0,Apr,2009,WD,Normal,120000
245,2-STORY 1946+,RL,,8880,Pave,,1,Lvl,3,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,695,1,0,253,948,GasA,5,1,5,1222,888,0,2110,1,0,2,1,3,1,4,8,0,2,2,Attchd,1994.0,2,2,463,3,3,2,0,130,0,0,0,0,0,0,,0,May,2010,WD,Normal,205000
246,1-STORY 1946+,RL,80.0,10400,Pave,,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,3,3,CBlock,4,3,2,6,929,1,0,916,1845,GasA,4,1,5,1872,0,0,1872,0,1,2,0,3,1,3,6,0,1,3,Attchd,1988.0,3,2,604,3,3,2,197,39,0,0,0,0,0,0,,0,June,2006,WD,Normal,241500
247,2 FAMILY CONVERSION,RM,69.0,9142,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,Stone,2,3,0,1,0,1,0,1020,1020,GasA,4,0,2,908,1020,0,1928,0,0,2,0,4,2,2,9,0,0,0,Detchd,1910.0,1,1,440,1,1,2,0,60,112,0,0,0,0,0,,0,Apr,2006,WD,Normal,137000
248,1-STORY 1946+,RL,75.0,11310,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,1367,1367,GasA,5,1,5,1375,0,0,1375,0,0,1,0,2,1,3,5,0,1,3,Attchd,1954.0,1,2,451,3,3,2,0,30,0,0,0,0,0,0,,0,June,2006,WD,Normal,140000
249,2-STORY 1946+,RL,72.0,11317,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,4,3,PConc,4,3,0,1,0,1,0,840,840,GasA,5,1,5,840,828,0,1668,0,0,2,1,3,1,4,8,0,0,0,Attchd,2003.0,2,2,500,3,3,2,144,68,0,0,0,0,0,0,,0,Sept,2007,WD,Normal,180000
250,1-1/2 STORY FIN,RL,,159000,Pave,,2,Low,3,CulDSac,2,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,3,3,697,1,0,747,1444,GasA,4,1,5,1444,700,0,2144,0,1,2,0,4,1,4,7,0,2,3,Attchd,1958.0,3,2,389,3,3,2,0,98,0,0,0,0,0,0,Shed,500,June,2007,WD,Normal,277000
251,1-STORY 1945-,RL,55.0,5350,Pave,,1,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3,3,0,1,0,1,0,728,728,GasA,5,1,5,1306,0,0,1306,0,0,1,0,3,1,2,6,3,0,0,,1940.0,0,0,0,0,0,2,263,0,0,0,0,0,0,2,Shed,450,May,2010,WD,Normal,76500
252,1-STORY PUD 1946+,RM,44.0,4750,Pave,,1,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4,3,PConc,4,3,3,6,1573,1,0,0,1573,GasA,5,1,5,1625,0,0,1625,1,1,2,0,2,1,4,5,0,1,4,Attchd,2006.0,3,2,538,3,3,2,123,0,0,0,153,0,0,0,,0,Dec,2007,WD,Family,235000
253,2-STORY 1946+,RL,65.0,8366,Pave,,1,Lvl,3,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,798,798,GasA,5,1,5,798,842,0,1640,0,0,2,1,3,1,4,6,0,0,0,Attchd,2004.0,2,2,520,3,3,2,138,45,0,0,0,0,0,0,,0,Dec,2008,WD,Normal,173000
254,SPLIT OR MULTI-LEVEL,RL,85.0,9350,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,4,3,3,2,270,5,580,452,1302,GasA,5,1,5,1302,0,0,1302,0,1,2,0,3,1,4,7,1,0,0,Attchd,1964.0,2,1,309,3,3,2,333,0,0,0,0,0,0,3,,0,Oct,2007,CWD,Normal,158000
255,1-STORY 1946+,RL,70.0,8400,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,3,922,1,0,392,1314,GasA,3,1,5,1314,0,0,1314,1,0,1,0,3,1,3,5,0,0,0,Attchd,1957.0,2,1,294,3,3,2,250,0,0,0,0,0,0,0,,0,June,2010,WD,Normal,145000
256,2-STORY 1946+,RL,66.0,8738,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,0,1,0,1,0,975,975,GasA,5,1,5,1005,1286,0,2291,0,0,2,1,4,1,4,8,0,1,3,BuiltIn,1999.0,3,2,429,3,3,2,192,0,0,0,0,0,0,0,,0,Feb,2006,WD,Normal,230000
257,2-STORY 1946+,FV,64.0,8791,Pave,,1,Lvl,3,Inside,0,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,3,503,1,0,361,864,GasA,5,1,5,864,864,0,1728,0,0,2,1,3,1,4,7,0,0,0,Attchd,2003.0,2,2,673,3,3,2,216,56,0,0,0,0,0,0,,0,May,2008,WD,Normal,207500
258,1-STORY 1946+,RL,68.0,8814,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,4,3,PConc,4,3,0,6,1334,1,0,270,1604,GasA,5,1,5,1604,0,0,1604,1,0,2,1,3,1,4,8,0,1,4,Attchd,2006.0,2,2,660,3,3,2,123,110,0,0,0,0,0,0,,0,Mar,2009,WD,Abnorml,220000
259,2-STORY 1946+,RL,80.0,12435,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4,3,0,6,361,1,0,602,963,GasA,5,1,5,963,829,0,1792,0,0,2,1,3,1,4,7,0,1,3,Attchd,2001.0,2,2,564,3,3,2,0,96,0,245,0,0,0,0,,0,May,2008,WD,Normal,231500
260,1-STORY 1946+,RM,70.0,12702,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0,0,0,0,0,GasA,4,1,4,882,0,0,882,0,0,1,0,2,1,3,4,0,0,0,Detchd,1956.0,1,1,308,3,3,2,0,45,0,0,0,0,0,0,,0,Dec,2008,WD,Normal,97000
261,SPLIT OR MULTI-LEVEL,RL,120.0,19296,Pave,,0,Lvl,3,Corner,0,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,3,3,3,3,672,5,690,0,1362,GasA,3,1,5,1382,0,0,1382,1,0,1,0,3,1,3,6,0,1,3,Attchd,1991.0,1,2,884,3,3,2,0,0,252,0,0,0,0,2,,0,May,2009,WD,Normal,176000
262,2-STORY 1946+,RL,69.0,9588,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5,3,0,1,0,1,0,1482,1482,GasA,5,1,5,1482,1092,0,2574,0,0,2,1,3,1,5,10,0,1,4,BuiltIn,2007.0,3,3,868,3,3,2,0,148,0,0,0,0,0,0,,0,Nov,2007,New,Partial,276000
263,SPLIT OR MULTI-LEVEL,RL,88.0,8471,Pave,,1,Lvl,3,Corner,0,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,4,4,2,5,506,1,0,0,506,GasA,3,1,5,1212,0,0,1212,1,0,1,0,3,1,3,6,0,1,3,Attchd,1978.0,1,2,492,3,3,2,292,12,0,0,0,0,0,2,,0,July,2006,WD,Normal,151000
264,1-1/2 STORY FIN,RM,50.0,5500,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,2,234,5,692,0,926,GasA,3,1,5,926,0,390,1316,1,0,1,0,3,1,3,6,0,0,0,Detchd,1974.0,1,2,484,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2010,WD,Normal,130000
265,1-STORY 1945-,RM,30.0,5232,Pave,Grvl,3,Bnk,3,Inside,0,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,0,1,0,1,0,680,680,GasA,4,0,2,764,0,0,764,0,0,1,0,2,1,3,4,0,0,0,Detchd,1965.0,1,2,504,3,3,0,0,0,0,0,0,0,0,0,,0,June,2008,WD,Normal,73000
266,1-STORY 1946+,RL,78.0,12090,Pave,,1,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,4,3,0,6,588,3,228,606,1422,GasA,3,1,5,1422,0,0,1422,0,0,2,0,3,1,4,7,0,1,3,Attchd,1981.0,3,2,576,3,3,2,276,0,0,0,0,0,0,4,,0,June,2008,WD,Normal,175500
267,2-STORY 1946+,RL,70.0,11207,Pave,,1,HLS,3,FR2,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,714,1,0,88,802,GasA,4,1,5,802,709,0,1511,1,0,2,1,3,1,3,8,0,1,3,Attchd,1997.0,3,2,413,3,3,2,95,75,0,0,0,0,0,0,,0,June,2006,WD,Normal,185000
268,2-1/2 STORY,RL,60.0,8400,Pave,,0,Bnk,3,Inside,1,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,2,378,1,0,342,720,GasA,5,1,5,1052,720,420,2192,0,0,2,1,4,1,4,8,0,1,4,Detchd,1939.0,1,1,240,3,3,2,262,24,0,0,0,0,0,0,,0,July,2008,WD,Normal,179500
