,date,product_code,quantity
782,2022-12-15,DTC-23,-19
783,2022-12-16,DBR-56,-16
784,2022-12-16,A35-AC,-2
785,2022-12-16,DTC-23,-9
786,2022-12-19,DBR-56,-37
787,2022-12-19,A35-AC,-5
788,2022-12-19,DTC-23,-10
789,2022-12-20,DBR-56,-14
790,2022-12-20,A35-AC,-5
791,2022-12-20,DTC-23,-7
792,2022-12-21,DBR-56,-5
793,2022-12-21,A35-AC,-7
794,2022-12-21,DTC-23,-18
795,2022-12-22,DBR-56,0
796,2022-12-22,A35-AC,-5
797,2022-12-22,DTC-23,-7
798,2022-12-23,DBR-56,0
799,2022-12-23,A35-AC,0
800,2022-12-23,DTC-23,-18
801,2022-12-26,DBR-56,0
802,2022-12-26,A35-AC,0
803,2022-12-26,DTC-23,-15
804,2022-12-27,DBR-56,0
805,2022-12-27,A35-AC,0
806,2022-12-27,DTC-23,-16
807,2022-12-28,DBR-56,0
808,2022-12-28,A35-AC,0
809,2022-12-28,DTC-23,-11
810,2022-12-29,DBR-56,0
811,2022-12-29,A35-AC,0
812,2022-12-29,DTC-23,-6
813,2022-12-30,DBR-56,0
814,2022-12-30,A35-AC,0
815,2022-12-30,DTC-23,-16
