date,company,country,contract_value,sales_manager
2021-08-26,Koninklijke Mater NV,Netherlands,255357.0,Thomas Denise
2022-10-11,Koninklijke de Jager Groep,Netherlands,227923.80000000002,Morgan Sarah
2021-11-24,Koninklijke van den Brink NV,Netherlands,405614.0,Jones Leon
2022-12-30,Koopman International NV,Netherlands,303534.4,Jones Leon
2022-05-30,Koster NV BV,Netherlands,260323.7,Morgan Sarah
2023-02-14,Ooms & de Vroege BV,Netherlands,703732.7999999999,Thomas Denise
2021-10-29,Oude Heer Groep BV,Netherlands,553956.0,Morgan Sarah
2023-03-08,Postma Groep Groep,Netherlands,482288.39999999997,Jones Leon
2022-08-18,Q8 (Kuwait Petroleum Europe) Groep,Netherlands,536601.0,Thomas Denise
2021-04-08,Ridder BV Groep,Netherlands,573778.0,Thomas Denise
2022-07-19,Royal Bijlsma Groep,Netherlands,529439.3,Thomas Denise
2021-09-24,Royal Hulskes Groep,Netherlands,701464.0,Thomas Denise
2021-10-18,Royal Nollee BV,Netherlands,99337.0,Thomas Denise
2022-07-08,Royal Post BV,Netherlands,487713.2,Thomas Denise
2021-03-12,Royal Simons Groep,Netherlands,661458.0,Thomas Denise
2023-02-22,Royal Veenstra BV,Netherlands,856510.7999999999,Thomas Denise
2021-12-27,Royal Verbruggen BV,Netherlands,260304.0,Jones Leon
2022-08-19,Royal Vertoor Groep,Netherlands,846797.9,Thomas Denise
2022-10-06,Royal van Brenen BV,Netherlands,238176.9,Jones Leon
2021-12-28,Royal van Poppel NV,Netherlands,599246.0,Thomas Denise
2022-07-07,SKF Groep,Netherlands,238399.2,Jones Leon
2022-03-11,Sita NV,Netherlands,793159.9,Jones Leon
2022-05-12,Spar Holding BV,Netherlands,437867.3,Jones Leon
2021-12-14,Spiker & van Geenen Groep,Netherlands,224372.0,Jones Leon
2021-12-16,Stichting Beijring BV,Netherlands,423024.0,Thomas Denise
2023-03-06,Stichting Blaak BV,Netherlands,140958.0,Thomas Denise
2021-08-05,Stichting Boer BV,Netherlands,281689.0,Thomas Denise
2022-11-02,Stichting Verboom BV,Netherlands,138245.9,Jones Leon
2021-09-07,Stichting van Haeften Groep,Netherlands,257047.0,Jones Leon
2022-11-30,Stichting van Hoevel en van Zwindrecht BV,Netherlands,298277.2,Jones Leon
2022-06-22,TenneT BV,Netherlands,852429.5,Morgan Sarah
2021-05-07,Thomas Cook Nederland Groep,Netherlands,482434.0,Thomas Denise
2022-05-16,Tuithof BV BV,Netherlands,353918.5,Thomas Denise
2022-06-08,Veenendaal NV Groep,Netherlands,327254.2,Morgan Sarah
2021-06-29,Vegt & Groote Groep,Netherlands,93374.0,Jones Leon
2022-06-21,Vergeer & Bleijenberg NV,Netherlands,205277.80000000002,Thomas Denise
2021-02-12,Voortman Steel Group NV,Netherlands,357845.0,Morgan Sarah
2022-10-24,Vroegop-Windig NV,Netherlands,601998.8,Jones Leon
2022-08-24,de Bruyn & Strik BV,Netherlands,717701.4,Jones Leon
2021-08-12,de Graaf & Jonker BV,Netherlands,649248.0,Jones Leon
2021-06-01,de Grote & Spaan Groep,Netherlands,258702.0,Thomas Denise
2022-04-22,de Vries NV Groep,Netherlands,750244.3,Thomas Denise
2021-03-19,den Buytelaar Groep Groep,Netherlands,615824.0,Jones Leon
2022-08-22,ter Waarbeek NV BV,Netherlands,445645.2,Jones Leon
2022-11-23,van Bovene & van de Pavert Groep,Netherlands,177184.80000000002,Jones Leon
2022-11-28,van Hostaden & van der Strigt NV,Netherlands,885765.4,Jones Leon
2022-05-05,van den Eijssel BV Groep,Netherlands,739490.7000000001,Thomas Denise
2021-04-28,van den Nuwenhuysen & Dries NV,Netherlands,498774.0,Jones Leon
2022-07-22,van der Laar BV BV,Netherlands,732529.2000000001,Jones Leon
2021-02-17,Acosta Inc,USA,169318.0,Morgan Sarah
2023-02-16,Adams LLC,USA,566179.2,Watts Emily
2022-02-02,"Ballard, Hooper and Bush",USA,718677.7000000001,Morgan Sarah
2021-06-30,"Banks, Lee and Logan",USA,407930.0,Morgan Sarah
2021-06-16,Barton-Cruz,USA,653053.0,Morgan Sarah
2022-07-26,"Berg, Long and Middleton",USA,732378.4,Watts Emily
2022-07-20,"Chan, Mcdowell and Hill",USA,108960.8,Watts Emily
2022-01-28,Chandler-Floyd,USA,898813.5,Watts Emily
2021-09-10,Coleman Group,USA,353895.0,Watts Emily
2022-08-08,Fleming LLC,USA,481465.4,Morgan Sarah
2022-06-27,Ford-Walter,USA,446875.0,Morgan Sarah
2021-07-14,Frank Ltd,USA,193041.0,Morgan Sarah
2021-06-25,Garcia and Sons,USA,627269.0,Morgan Sarah
2022-04-08,"Garcia, Lopez and Alexander",USA,250643.9,Watts Emily
2021-03-11,Gill Group,USA,222631.0,Morgan Sarah
2022-10-19,Griffin LLC,USA,280818.2,Morgan Sarah
2022-07-18,Houston LLC,USA,652139.8,Morgan Sarah
2022-12-06,Jordan LLC,USA,652122.9,Morgan Sarah
2022-03-28,Lee-Patton,USA,590785.0,Morgan Sarah
2022-03-25,Medina-Spencer,USA,566530.9,Morgan Sarah
2021-12-09,Michael-Flores,USA,546238.0,Morgan Sarah
2021-02-10,Montoya Ltd,USA,515763.0,Morgan Sarah
2021-03-02,"Moore, Martin and Moreno",USA,619303.0,Morgan Sarah
2021-10-01,Morales-Mcdonald,USA,458560.0,Watts Emily
2022-03-18,Moreno Inc,USA,823421.3,Watts Emily
2022-06-16,Moyer-Smith,USA,481300.3,Morgan Sarah
2021-08-02,Norris-Cantu,USA,344975.0,Morgan Sarah
2022-01-04,Oconnor and Sons,USA,443001.0,Morgan Sarah
2021-01-15,Padilla-Brown,USA,659386.0,Watts Emily
2023-01-11,Parker-Stephens,USA,581470.7999999999,Morgan Sarah
2022-02-11,Pennington-Harper,USA,266520.8,Morgan Sarah
2023-03-14,Preston-Erickson,USA,621498.0,Watts Emily
2022-10-17,Ramirez-Kaufman,USA,670467.2000000001,Morgan Sarah
2021-05-27,Reid-Baxter,USA,87935.0,Morgan Sarah
2022-10-07,"Richardson, James and Chang",USA,276543.8,Morgan Sarah
2021-07-01,Rodriguez-Brown,USA,87607.0,Morgan Sarah
2022-06-14,Ruiz Inc,USA,533629.2000000001,Morgan Sarah
2022-07-29,"Sellers, Hancock and Gill",USA,738553.4,Watts Emily
2022-10-26,Shaw-Tucker,USA,203920.6,Morgan Sarah
2022-04-12,Shepard-King,USA,840260.2000000001,Morgan Sarah
2022-02-28,Singh-Johnson,USA,280069.4,Morgan Sarah
2021-11-29,Smith Group,USA,658979.0,Morgan Sarah
2022-09-28,Smith Group,USA,684104.2000000001,Morgan Sarah
2022-08-29,Smith PLC,USA,876063.5,Morgan Sarah
2022-11-07,Smith PLC,USA,295943.7,Morgan Sarah
2022-03-14,Smith and Sons,USA,855004.8,Morgan Sarah
2021-09-08,Smith-Evans,USA,252580.0,Morgan Sarah
2021-07-06,Stark-Brennan,USA,132564.0,Morgan Sarah
2021-12-01,Stevens-Wilson,USA,678794.0,Morgan Sarah
2021-05-25,"Sullivan, Frazier and Rich",USA,87539.0,Morgan Sarah
2022-05-18,"Taylor, Ingram and Brown",USA,130962.0,Morgan Sarah
2022-11-11,"Thompson, Young and Hebert",USA,205537.80000000002,Morgan Sarah
2021-11-26,Torres PLC,USA,673158.0,Morgan Sarah
2021-09-22,Torres-Morgan,USA,261569.0,Morgan Sarah
2022-11-03,White Ltd,USA,313454.7,Morgan Sarah
2022-04-29,Whitehead-Joyce,USA,563431.7000000001,Morgan Sarah
2022-04-25,Williams PLC,USA,541873.8,Morgan Sarah
2021-03-23,"Williams, Griffin and Green",USA,682718.0,Morgan Sarah
2021-12-07,Williams-White,USA,509335.0,Morgan Sarah
2023-03-28,Wright and Sons,USA,164101.19999999998,Morgan Sarah
2023-01-30,Wright-Soto,USA,832198.7999999999,Morgan Sarah
2021-09-17,"Zamora, Mckinney and Wallace",USA,269289.0,Morgan Sarah
2021-01-25,Allen-Harris and Sons,United Kingdom,141753.0,Watts Emily
2021-09-28,Andrews-Dunn Ltd,United Kingdom,141672.0,Morgan Sarah
2022-02-16,Archer-Harris and Sons,United Kingdom,896101.7000000001,Morgan Sarah
2021-12-23,"Armstrong, Wilson and Edwards PLC",United Kingdom,428383.0,Morgan Sarah
2021-05-05,Atkins Ltd Ltd,United Kingdom,427162.0,Morgan Sarah
2021-05-06,Bell Ltd PLC,United Kingdom,435068.0,Morgan Sarah
2021-08-20,"Bennett, Wright and Jordan LLC",United Kingdom,659781.0,Morgan Sarah
2022-05-27,Berry-Harrison Group,United Kingdom,483713.10000000003,Morgan Sarah
2021-12-24,"Bird, Cox and Poole Inc",United Kingdom,646168.0,Morgan Sarah
2021-11-19,Bishop and Sons LLC,United Kingdom,646406.0,Morgan Sarah
2022-05-20,Bradley Inc Inc,United Kingdom,690972.1,Watts Emily
2021-05-13,"Brennan, Short and Lloyd LLC",United Kingdom,92537.0,Morgan Sarah
2021-02-18,"Brown, Field and Warner LLC",United Kingdom,212008.0,Morgan Sarah
2021-07-26,Bruce-Evans Inc,United Kingdom,384803.0,Morgan Sarah
2021-02-26,Bull-Bell and Sons,United Kingdom,186085.0,Watts Emily
2022-04-04,"Chamberlain, Evans and Harrison Inc",United Kingdom,216447.4,Morgan Sarah
2022-08-31,"Chandler, Thompson and Cunningham Inc",United Kingdom,687174.8,Morgan Sarah
2022-11-08,Clarke PLC PLC,United Kingdom,813568.6,Morgan Sarah
2021-02-05,Cole LLC and Sons,United Kingdom,670556.0,Watts Emily
2021-11-02,"Coleman, Morrison and Osborne Ltd",United Kingdom,565315.0,Morgan Sarah
2021-11-12,Collins Group Ltd,United Kingdom,108748.0,Watts Emily
2022-06-28,Cooper Inc and Sons,United Kingdom,331740.5,Morgan Sarah
2023-01-31,Cooper-Ward LLC,United Kingdom,510334.8,Morgan Sarah
2022-08-11,Crawford Group Group,United Kingdom,143835.9,Morgan Sarah
2022-03-01,"Davies, Campbell and Murray Ltd",United Kingdom,879398.0,Morgan Sarah
2021-05-26,Davies-Gregory Group,United Kingdom,131799.0,Watts Emily
2021-03-04,Davies-Lyons PLC,United Kingdom,563049.0,Morgan Sarah
2022-03-21,"Dawson, Jackson and Howarth Ltd",United Kingdom,417700.4,Watts Emily
2022-04-27,Edwards Ltd PLC,United Kingdom,710420.1,Morgan Sarah
2021-04-21,Edwards-Haynes PLC,United Kingdom,479274.0,Morgan Sarah
2021-10-27,Elliott-Coles Group,United Kingdom,428173.0,Morgan Sarah
2023-02-24,Ellis and Sons PLC,United Kingdom,346354.8,Morgan Sarah
2021-11-01,Evans Ltd Ltd,United Kingdom,305300.0,Morgan Sarah
2023-01-12,Ferguson Ltd Group,United Kingdom,758016.0,Morgan Sarah
2021-02-15,Fowler Inc and Sons,United Kingdom,303657.0,Morgan Sarah
2021-01-22,"Fox, Williams and Anderson Group",United Kingdom,248625.0,Morgan Sarah
2023-03-20,Gibson-Clayton and Sons,United Kingdom,555174.0,Morgan Sarah
2021-10-28,Grant Inc Group,United Kingdom,374302.0,Morgan Sarah
2022-02-09,Harding and Sons Ltd,United Kingdom,400951.2,Watts Emily
2021-05-12,"Harris, Wall and Pearson Ltd",United Kingdom,583524.0,Morgan Sarah
2021-09-29,Harris-Hyde Ltd,United Kingdom,471652.0,Morgan Sarah
2021-03-10,"Hooper, Hicks and Dunn and Sons",United Kingdom,167001.0,Morgan Sarah
2022-02-15,"Hope, Payne and Begum Inc",United Kingdom,371828.60000000003,Morgan Sarah
2023-01-23,Hudson-Thomas LLC,United Kingdom,479653.19999999995,Morgan Sarah
2021-05-20,Johnson Inc and Sons,United Kingdom,485703.0,Watts Emily
2022-08-23,Johnson-Morgan PLC,United Kingdom,320531.9,Morgan Sarah
2021-04-06,Jones Group Ltd,United Kingdom,113220.0,Watts Emily
2021-10-06,Jones Ltd PLC,United Kingdom,427997.0,Morgan Sarah
2022-03-16,"Jones, May and Summers LLC",United Kingdom,382059.60000000003,Morgan Sarah
2022-01-11,"Jones, Sinclair and Baker LLC",United Kingdom,598711.1,Morgan Sarah
2021-11-25,Jones-Carr and Sons,United Kingdom,234067.0,Morgan Sarah
2022-12-01,Jones-Hudson Inc,United Kingdom,920580.7000000001,Watts Emily
2021-11-22,Kelly PLC LLC,United Kingdom,101144.0,Morgan Sarah
2021-10-25,"Kennedy, Saunders and Kelly and Sons",United Kingdom,94581.0,Morgan Sarah
2021-01-04,"Khan, Davidson and Green LLC",United Kingdom,95336.0,Morgan Sarah
2023-02-21,"King, Moran and Barlow LLC",United Kingdom,309045.6,Morgan Sarah
2021-04-29,Lee-Burns Inc,United Kingdom,288384.0,Morgan Sarah
2022-02-18,Marsden-Mitchell LLC,United Kingdom,808155.4,Morgan Sarah
2022-11-21,Marshall PLC Ltd,United Kingdom,648142.3,Watts Emily
2023-01-13,Martin PLC LLC,United Kingdom,615583.2,Morgan Sarah
2021-04-14,"McLean, Owen and Swift Inc",United Kingdom,394659.0,Watts Emily
2021-04-01,"Mitchell, Robinson and Davies PLC",United Kingdom,269054.0,Morgan Sarah
2021-11-03,"Mitchell, Vaughan and Young Group",United Kingdom,400644.0,Morgan Sarah
2021-01-07,Morrison-Johnston PLC,United Kingdom,518377.0,Morgan Sarah
2022-12-22,"Murray, Anderson and Rhodes Group",United Kingdom,860654.6,Watts Emily
2022-04-05,"Newman, Bradshaw and Smith and Sons",United Kingdom,509836.60000000003,Morgan Sarah
2021-08-18,North Ltd Inc,United Kingdom,564628.0,Watts Emily
2021-11-16,O'Connor-Jenkins PLC,United Kingdom,315208.0,Morgan Sarah
2021-12-06,Osborne-Summers PLC,United Kingdom,608182.0,Morgan Sarah
2021-05-21,Owens-Kaur and Sons,United Kingdom,478198.0,Morgan Sarah
2022-07-04,Parker Inc PLC,United Kingdom,493359.10000000003,Morgan Sarah
2021-03-18,"Parkin, Ellis and Davies Group",United Kingdom,606998.0,Morgan Sarah
2022-01-03,Pearce-Booth and Sons,United Kingdom,922165.4,Morgan Sarah
2021-05-11,"Quinn, Cooper and Gibson PLC",United Kingdom,502561.0,Morgan Sarah
2021-06-10,"Reed, Scott and Morris and Sons",United Kingdom,501215.0,Morgan Sarah
2022-04-07,Reid Group PLC,United Kingdom,881146.5,Morgan Sarah
2022-10-20,Reid LLC Group,United Kingdom,377568.10000000003,Morgan Sarah
2022-02-21,Roberts-Curtis Inc,United Kingdom,583129.3,Morgan Sarah
2021-01-21,"Ross, Woodward and Martin PLC",United Kingdom,302672.0,Watts Emily
2022-03-24,Rowe Ltd LLC,United Kingdom,601494.4,Morgan Sarah
2022-01-27,Sanders-Webster Ltd,United Kingdom,147563.0,Morgan Sarah
2021-08-13,Saunders and Sons and Sons,United Kingdom,670746.0,Watts Emily
2021-05-24,Scott Group and Sons,United Kingdom,593519.0,Watts Emily
2021-12-20,Shaw-Turner Inc,United Kingdom,209656.0,Morgan Sarah
2021-09-02,Skinner-Oliver and Sons,United Kingdom,392623.0,Watts Emily
2023-03-13,Smith LLC PLC,United Kingdom,178048.8,Morgan Sarah
2022-09-06,"Smith, Jones and Russell and Sons",United Kingdom,717258.1,Morgan Sarah
2023-01-18,Smith-Wright LLC,United Kingdom,674533.2,Watts Emily
2023-01-02,"Stephens, Chambers and Rice and Sons",United Kingdom,823618.7999999999,Morgan Sarah
2023-02-23,Talbot LLC Inc,United Kingdom,218559.6,Morgan Sarah
2022-09-27,"Taylor, West and Khan PLC",United Kingdom,133913.0,Morgan Sarah
2022-01-14,Thomas Ltd Ltd,United Kingdom,124758.40000000001,Morgan Sarah
2021-04-22,Thomas and Sons and Sons,United Kingdom,675047.0,Morgan Sarah
2022-01-13,Thornton-Cooper Inc,United Kingdom,261799.2,Morgan Sarah
2021-08-24,Todd-Hill Group,United Kingdom,605900.0,Watts Emily
2022-10-18,"Turner, Taylor and Jones LLC",United Kingdom,313526.2,Watts Emily
2023-02-07,Turner-Gibson PLC,United Kingdom,432355.2,Morgan Sarah
2021-06-15,"Tyler, Ross and Hughes LLC",United Kingdom,482082.0,Morgan Sarah
2022-02-23,"Tyler, Smith and Holmes Group",United Kingdom,822221.4,Morgan Sarah
2023-02-09,Tyler-Reynolds PLC,United Kingdom,660226.7999999999,Morgan Sarah
2023-01-04,Walters-Kelly LLC,United Kingdom,228753.6,Morgan Sarah
2022-01-17,Ward Group Ltd,United Kingdom,464096.10000000003,Morgan Sarah
2021-08-11,Webb PLC LLC,United Kingdom,384023.0,Morgan Sarah
2021-01-13,"West, King and Winter Group",United Kingdom,514769.0,Morgan Sarah
2023-03-24,Williams-Harrison Inc,United Kingdom,827847.6,Morgan Sarah
2022-08-17,Wilson PLC and Sons,United Kingdom,260759.2,Morgan Sarah
2023-01-27,Young Inc Ltd,United Kingdom,701904.0,Morgan Sarah
