Rating,Date,Description,Hotel_name,City,Country
8,02-08-2015,Great option in cannes,barriere-le-majestic,Cannes,France
10,26-07-2015,"Majestic was a great hotel in the right location,the family enjoyed the holiday ... the only inconvenience part was having the breakfast at the hotel's restaurant.",barriere-le-majestic,Cannes,France
8,24-07-2015,Muito agradável como sempre.,barriere-le-majestic,Cannes,France
8,22-07-2015,"reception personnel were particularly friendly, other staff just okay.",barriere-le-majestic,Cannes,France
10,21-07-2015,Flott hotell med den beste beliggenheten i Cannes. Utmerket service fra vi sjekket inn til vi sjekket ut. Veldig god frokost og meget bra treningsrom. Det eneste vi kan sette fingeren på er at det er veldig dyrt å være på hotellet sin Strand.,barriere-le-majestic,Cannes,France
8,21-07-2015,Bra hotell men många extra kostnader tillkom. Wifi ingick inte kostade 15 Euro.,barriere-le-majestic,Cannes,France
8,19-07-2015,"Very good hotel, room could have been larger and private beds on beach and pier very nice whilst a little pricy for 1/2 day.",barriere-le-majestic,Cannes,France
6,19-07-2015,"サービスが全般的にスローテンポなホテルです。
ハウスキーピングのスタッフは、丁寧な仕事ぶりで好感がもてました。
フーケのレストランのスタッフは依頼したことを何度も忘れて困りましたが、一生懸命ケアに励んでいました。
シーサイドのスタッフは、人員を削減しすぎているのか。
スタッフは、飛び回っていましたが大勢の顧客が不満げでした。チェア１席あたり１日50ユーロも取ってのサービスとしては、お粗末では？いつか改善されるといいですね。
何事も、クレームコンプレインが来たら対応しようとの、考えいるような感じがしました。
設備は改装されているので良いです。ただトイレやシャワールームは狭いです。",barriere-le-majestic,Cannes,France
8,18-07-2015,"Fint Hotell, men veldig dyre solsenger. Aircondition på rommet bråkte og fikk ikke fikset det før siste kvelden.",barriere-le-majestic,Cannes,France
8,17-07-2015,Nice hotel in Cannes. However it was extremely expensive to use the swimmingpool area and the hotel's beach facilities. Breakfast was extremlely nice. Location perfect.,barriere-le-majestic,Cannes,France
8,16-07-2015,En besvikelse med låg servicenivå i förhållande till prisnivå.,barriere-le-majestic,Cannes,France
4,15-07-2015,"We picked this hotel because of its location on the beach and were thinking of combining a bit of beach, pool and shopping. The hotel lobby and room standard are great, but we were dissappointed by the other facilities. Particularly the fact that the hotel charges €32 for half day by the pool plus €32 for half day at the beach (per person). In addition the pool is really small, packed with kids, does not have sun in the evening (5pm-ish) and 0.5l beer in the pool bar is €20. When checking out we found out that the hotel had charged us €45 per day for parking without informing us in advance. When tring to use the roof terrace which is pictured on the web page we were informed that there was no roof terrace. The breakfast in the morning was ok, but not great. Would never have chosen this hotel for either a shopping break or a beach holiday. There are so many good alternatives around!",barriere-le-majestic,Cannes,France
10,11-07-2015,连续住了两晚。额外的收费都很贵。但的确是很舒适的酒店,barriere-le-majestic,Cannes,France
10,11-07-2015,算是戛纳最好的酒店了，各方面都没话说，价格更没话说。check in的时候比较慢，而且酒店的私人海滩居然还要对住店客人收费，58欧一人！喝了两瓶普通小瓶依云矿泉水，含税29欧，估计是我喝过的最贵的依云了,barriere-le-majestic,Cannes,France
8,09-07-2015,Hotel excelente! Apesar da fama e de esperarmos um otimo atendimento a estadia superou as expectativas!,barriere-le-majestic,Cannes,France
10,09-07-2015,"expensive but this is La Croisette in Cannes, very luxurious  interiors and charming staff, superbly appointed bedrooms with great attention to detail . You can get great deals on Expedia for smaller rooms at back  and experience a bit of glamour and luxury without paying excessive amounts, as there are lots of extras ie beach and pool -  and drinks food etc are very expensive but if you dont want to pay top dollar, just book a room and use the public beach, the sand ,the sea and the  weather is the same !",barriere-le-majestic,Cannes,France
2,08-07-2015,"I travel 150-200+ days a year and have for nearly a decade in the 4/5 start class hotels and can say that my experience with this hotel ranks in my 10 worst ever. We had a host of issues with this hotel, from room cleanliness to the staff ""misrepresenting"" things to us. Forgetting our negative experiences: their beach while ""private"" is between 2 public beaches and is much less desirable than others on the croisette and their pool is fine but through the summer they have private events seemingly all the time even by staff accounts so if you want to swim in the midst of a cocktail party.... I would not stay here again.",barriere-le-majestic,Cannes,France
8,07-07-2015,"Flott hotell med fine rom, bra service, fint bassengområde og fin tilhørende strand. Alt er imidlertid svært dyrt. Det koster feks 40 euro per pers for å ligge ved bassenget, og enda mer ved stranden. Vær derfor forberedt på at oppholdet blir langt dyrere enn prisen på rommet.",barriere-le-majestic,Cannes,France
6,01-07-2015,"Never in my life have I been to a hotel (especially with 5 stars) that boasts amazing amenities such as a private beach and pool, and not be able to use it unless you pay extra (on top of a high room rate in the first place) beautiful hotel and the staff were fantastic but this left a very sour taste in my mouth",barriere-le-majestic,Cannes,France
10,28-06-2015,I was only at the hotel for one night but found it to be a wonderful hotel with perfect location,barriere-le-majestic,Cannes,France
10,28-06-2015,Excellent hotel but paying (a lot) extra for everything besides the room is disturbing.,barriere-le-majestic,Cannes,France
8,27-06-2015,The luggage in the front drive is a mess. Need better care during arrivals.,barriere-le-majestic,Cannes,France
10,24-06-2015,"An absolute gem to stay in, great hotel great rooms top notch concierge really working for you.

spa was ok not wow, ok most important room service breakfast ok but else NO ROOM SERVICE food was bad unless you order from fouquets. super important

else learn back and enjoy",barriere-le-majestic,Cannes,France
10,24-06-2015,Das Hotel ist von der Lage kaum zu übetreffen. Sehr elegant gewähltes Interieur und wunderbar zuvorkommendes Personal. Ein Hotel zum verlieben!,barriere-le-majestic,Cannes,France
10,12-06-2015,Ingenting att klaga på.,barriere-le-majestic,Cannes,France
10,08-06-2015,"30 seconds to the beach. Top class service. Very clean. Very expensive! Apart from the Carlton Hotel, this is the only place to stay in Cannes if you have the money (I was on business). Loved my stay there.",barriere-le-majestic,Cannes,France
4,08-06-2015,"Nice hotel, great location and the room was good. However overall experience was that the hotels aim was merely to get you to spend as much as possible once there. Very surprised that the hotel charges its guests to use their beach area and there is no preferential rate versus non guests. Also the pool versus web site was very disappointing.",barriere-le-majestic,Cannes,France
10,31-05-2015,Custo benefício ótimo.,barriere-le-majestic,Cannes,France
10,26-05-2015,"Hotel muito bonito, em local privilegiado,com atendimento de primeira!",barriere-le-majestic,Cannes,France
10,14-05-2015,great location and wonderful building ! makes you feel really special,barriere-le-majestic,Cannes,France
10,14-05-2015,It was great 4 nights stay in central location at a luxury hotel.,barriere-le-majestic,Cannes,France
10,13-05-2015,"Absolutely beautifully maintained, and in the perfect center of the Croisette. Staff could not have been more helpful.",barriere-le-majestic,Cannes,France
8,06-05-2015,"Отель понравился, обслуживание прекрасное, номер отличный (Делюкс с частичным видом на море). Расположение отеля прямо напротив Дворца Фестивалей, рядом много кафе, ресторанов и магазинов. Мы были в свадебном путешествии, отель подарил нам бутылку шампанского, что было очень приятно (кстати шампанское отличное).",barriere-le-majestic,Cannes,France
10,05-05-2015,"Hotellet er utrolig flot og ligger perfekt I forhold til butikker, banegård, restauranter og standen",barriere-le-majestic,Cannes,France
8,04-05-2015,"Posizione perfetta, 5 stelle che si vivono dal primo ingresso nella hall.",barriere-le-majestic,Cannes,France
2,14-04-2015,Dissatisfied. Rooms need refubrishing. Changed the room 3 times to find a room with a proper air conditioner. Water was leaking in the bathroom.,barriere-le-majestic,Cannes,France
8,26-01-2015,"Eneste minus er at man på et så dyrt og fint hotel skal betale for brug af WIFI...

specielt når man kan logge gratis ind som gæst",barriere-le-majestic,Cannes,France
10,23-01-2015,"Made my childhood dream come true. Amazing views, would love to go again",barriere-le-majestic,Cannes,France
10,06-01-2015,"Personale da esempio di efficienza e cortesia
Struttura curata e posizione ideale per muoversi senza usare l'auto
Colazione con scelta abbondante e di qualità 
Unico appunto la moquettes in camera
Grazie",barriere-le-majestic,Cannes,France
10,05-01-2015,"Abbiamo trascorso giorni stupendi, bellissima la camera, ottima la colazione, personale davvero cortese e disponibile.",barriere-le-majestic,Cannes,France
10,16-11-2014,Exelente,barriere-le-majestic,Cannes,France
10,15-11-2014,Lugar lindo e preço otimo,barriere-le-majestic,Cannes,France
10,08-11-2014,"This is a  hotel on Le Croisette, which somehow retains its charm and warmth considering that it is one of 
the larger hotels on the front.",barriere-le-majestic,Cannes,France
8,21-10-2014,"Overall stay was good.  Rooms are slightly tight but due to good location, I don't mind",barriere-le-majestic,Cannes,France
8,13-10-2014,a good hotel  very good information needed from the reception and concierge,barriere-le-majestic,Cannes,France
10,12-10-2014,"Had a great time at this hotel. Friendly staff, great location and very comfy beds. One complaint was that you had to pay extra for wifi.",barriere-le-majestic,Cannes,France
10,10-10-2014,"We have been travelling to Cannes a lot this last year, and have tried a few of the major
hotels on Le Croisette!! Without a question this is by far superior, in everyway it excels
the others.  The staff are so accommodating, from the lovely guys who look after your
car to front of house to housekeeping.  The restaurants also are first class, and would
recommend, particularly 'Le Petit Maison'.
It will always be my first choice to stay at The Majestic Barrieres, I can't think of anywhere
else I would rather stay.",barriere-le-majestic,Cannes,France
10,07-10-2014,Estadia excelente. Recomendo os quartos com vista total ou parcial da piscina.,barriere-le-majestic,Cannes,France
8,04-10-2014,"Great hotel, however all extras are expensive",barriere-le-majestic,Cannes,France
8,03-10-2014,"The rates for the hotel were reasonable for Cannes. Just watch out for the add on costs like having to pay for wifi. Water bottle from the mini bar at 9 Euro. We also stayed away from the bar and restaurant due to high prices. There are many more reasonably priced restaurants and bars nearby. Hotel was clean, comfortable and easy access to Cannes.",barriere-le-majestic,Cannes,France
10,29-09-2014,"Vi kommer absolut tillbaka till detta hotellet! Det ligger fantastiskt till både strand, shopping och restauranger.",barriere-le-majestic,Cannes,France
10,25-09-2014,Beautiful property in a great location. Their private beach and restaurant on the beach are lovely. Their prices for food and drinks are very high. I suppose you are paying for the great location.,barriere-le-majestic,Cannes,France
6,19-09-2014,"You know what to expect in Cannes - crazy prices and properties that are stuck in a time warp. This was my second time at the Majestic - the outside of the hotel is lovely, lobby is gilded and elegant, and Le Fouquet is nice but over the top expensive, but unless you get a modernized room, be prepared to be very disappointed. Room service charges 15 euros for silverware, Diet Coke from the minibar is 11 euros, wifi with a very weak signal is 15 euros per day. You get the idea. Best reason to stay at the Majestic is that it is literally 2 blocks from Palais des Festivals.",barriere-le-majestic,Cannes,France
6,15-09-2014,Bra läge men alldeles för dyrt för det man får!,barriere-le-majestic,Cannes,France
10,21-03-2023,"L'hôtel est idéalement placé pour visiter Monaco. Le personnel de l'établissement est compétent et toujours au service de la clientèle. Le petit déjeuner est royal. Les chambres sont bien équipées, le couchage de bonne qualité.",Fairmont Monte Carlo,Monaco,France
10,01-03-2023,"merci pour cet acceuil , et la conciergerie toppissime",Fairmont Monte Carlo,Monaco,France
10,16-11-2022,Au niveau de l hôtel tout était parfait. Les travaux à promîtes ont un casser l ambiance très chaleureuse de l établissement.,Fairmont Monte Carlo,Monaco,France
10,13-06-2022,Séjour parfait comme à chaque fois,Fairmont Monte Carlo,Monaco,France
10,14-02-2022,"Magnifique vue sur la mer. Personnel excellent, au petit soin. Je recommande",Fairmont Monte Carlo,Monaco,France
10,31-01-2022,"Cet hôtel est très bien situé.
Tous les services dont on peut avoir besoin sont merveilleusement assurés par un personnel très efficace et extrêmement sympathique.
Il n'en demeure pas moins que les prix sont un peu élevés  et qu'il fauf être très riche pour s'offrir cet hôtel.",Fairmont Monte Carlo,Monaco,France
10,23-12-2021,"Superbe établissement, personnel au top, nous avons passé un très bon séjour",Fairmont Monte Carlo,Monaco,France
10,13-12-2021,"Hotel très bien situé, personnel adorable. comme d'habitude je reviendrai très vite",Fairmont Monte Carlo,Monaco,France
6,05-12-2021,Grand hôtel un peu désuet à revoir complément. Manque de faste et de modernité,Fairmont Monte Carlo,Monaco,France
8,30-09-2021,.,Fairmont Monte Carlo,Monaco,France
4,03-09-2021,"Service sur facture, accueil plage et piscine très désagréable… service room horriblement cher . Chambre vue mer avec balcon partagé …",Fairmont Monte Carlo,Monaco,France
10,05-07-2021,"Excellent séjour, un service aux petits soin! La réception est ultra réactive à toute heure, malgré les 600 chambres de l’hôtel ... un exploit.
Les chambres sont de très bons standing et la piscine du Nikki Beach tres “lively”",Fairmont Monte Carlo,Monaco,France
10,08-06-2021,"Nous avons été accueilli par Luc pour le Check in , qui a été très gentil et sympathique . Le service de l’hôtel était
Juste parfait seul chose qui est regrettable c’est l’accès à la piscine pour les clients
De l’hôtel il n’y a pas de transat et la personne qui gère le Nikki beach est tres désagréable.",Fairmont Monte Carlo,Monaco,France
10,29-05-2021,"Séjour agréable, suberbe chambre, service agréable. Mais le parking sur place pour une nuit est de 60€, ce qui est assez cher, surtout qu’on a pas vraiment d’autres choix. Et il y a souvent des soucis avec hotel.com pour les réservations, il vaut mieux passer par leur site internet, c’est le même prix.",Fairmont Monte Carlo,Monaco,France
8,14-05-2021,Bel établissement en position idéale à monte carlo,Fairmont Monte Carlo,Monaco,France
10,22-03-2021,"UNE TRÈS BELLE EXPERIENCE , A REFAIRE TRES RAPIDEMENT",Fairmont Monte Carlo,Monaco,France
8,06-03-2021,"la vue sur la Méditerranée au top depuis la chambre ,magnifique lever de soleil depuis le balcon de la chambre
par contre, l'hôtel est vraiment vieillot, daté et le petit déjeuner certes en salle est très limité (pas de buffet à cause du covid) ,les travaux d'extension sur la mer sont colossaux ! (nuisances sonores jusque tard le soir)",Fairmont Monte Carlo,Monaco,France
4,07-02-2021,"Accueil très médiocre. 
Qualité de service du Check un très décevant.",Fairmont Monte Carlo,Monaco,France
4,11-01-2021,"Grandement déçu aux vues du standing de l'hotel, la chambre avait de la moisissure sur les joints de la baignoire, l'equipement est obsolete (reveil CD,qui doit dater de 15 ans) les moquettes avaient des taches, la salle de bain est dépassée et les elements sont piqués ou des taches de moisis, le petit dejeuner avec des elements marqués ""fait maison"" ne le sont pas (patates, gauffres) a un prix exhorbitant. Nous avons ete tres decus pour un standing annoncé 4 etoiles, et j'ai trouvé aberrant pour une ville ""Fight AIDS"" de vendre un preservatif a 10EUROS (je ne trouve pas cela tres equivoque pour des gens qui pourrait en avoir besoin et combattre le SIDA!)",Fairmont Monte Carlo,Monaco,France
10,05-01-2021,Séjour parfait tout est impeccable accueil propreté service fabuleux,Fairmont Monte Carlo,Monaco,France
10,02-01-2021,"Accueil formidable comme toujours 
Hôtel très bien placé",Fairmont Monte Carlo,Monaco,France
10,02-01-2021,Weeekend au top,Fairmont Monte Carlo,Monaco,France
10,27-10-2020,"Hotel de luxe en plein centre de Monaco. La vue sur jardin est parfaite, puisqu’elle donne juste sous le fameux Casino de Monte Carlo. 
Juste un vrai rêve.",Fairmont Monte Carlo,Monaco,France
4,25-10-2020,"Hôtel qui a bien vécu et le service reste tres limite.
Personnel avec un ton hautain et avec aucun sens du service.
Service de conciergerie à la limite de l’irrespect: demande de restaurant pour 2 et quand nous demandons à une bonne table, on nous fait comprendre que c’est un gastronomique et que ce sera hors de nos moyens alors qu’en aucun cas le prix n’a été un problème... bref comportement hautain.
Déçu et je n’y retournerai plus.",Fairmont Monte Carlo,Monaco,France
4,31-08-2020,Given th,Fairmont Monte Carlo,Monaco,France
10,11-08-2020,"Hôtel magnifique, très bien placé, le seul point noir, c'est la piscine, si vous voulez être sûr d'avoir  un transat, il faut 
réserver même en étant client de l'hôtel!!! et payer 35 euros par personne et par jour.",Fairmont Monte Carlo,Monaco,France
10,24-07-2020,super,Fairmont Monte Carlo,Monaco,France
10,06-03-2020,"Parfait
endroit idyllique 
nous avons passé un excellent moment en famille",Fairmont Monte Carlo,Monaco,France
6,04-03-2020,"Nous avions fait notre réservation sur EXPEDIA. A l'arrivée notre chambre attribuée avait vue orientée sur les travaux. Pour changer de chambre et avoir ""vue sur mer comme réservée"", il a fallu ajouter 30 € par jour !! Geste non commercial !! Par contre nous comprenons les difficultés que peut avoir cet Hôtel avec les projets de construction de la Principauté Monégasque ! Mais reste les problèmes de la ""Maintenance"" : en arrivant dans la chambre, nous avons dû supporter de la Maintenance : la TV était hors service, la clim de la chambre hors service et le poste du téléphone au chevet du lit aussi : il avait son cordon arraché au mur. Problèmes résolus assez rapidement avec un ""va et vient"" du passage du personnel technique.
D'autre part EXPEDIA devrait indiquer qu'en saison hivernale, il ne reste qu'un restaurant, le restaurant HORIZON au sommet du bâtiment étant fermé.
Au cours du séjour soit après 2 nuits passées à l'Hôtel, nos cartes/Clés ont été désactivées dans la journée sans nous prévenir : à l'accueil, on nous a indiqué qu'il n'y avait pas assez de garantie de paiement !! en invoquant un bug électronique pour justifier la désactivation ensemble de nos 2 cartes/Clés, ce que bien sûr, nous n'avons pas cru !! Il était simple de nous laisser un message sur le téléphone ou passer un message écrit sous la porte comme beaucoup d'Hôtels le font ! Nous n'avons pas apprécié cette méthode avec la clientèle.
Par contre, nous pouvons souligner la gentillesse et l'amabilité du pers",Fairmont Monte Carlo,Monaco,France
8,19-02-2020,"Emplacement terrasse face à la Mer
Deco un peu passée",Fairmont Monte Carlo,Monaco,France
10,03-02-2020,"Magnifique hôtel : tout y est parfait...
Une simple petite remarque: le parking est d'un coût exorbitant, 60 euros par nuit !!!!
Il serait bien que l'hôtel propose une solution un peu moins chère.",Fairmont Monte Carlo,Monaco,France
4,07-01-2020,La chambre était sale. Personal très serviable. Beaucoup de poussière dans la chambre et des choses oublier par le service de chambres.,Fairmont Monte Carlo,Monaco,France
10,16-12-2019,Un hôtel un peu vieillissant mais parfait l’accueil et sûrement a revoir.,Fairmont Monte Carlo,Monaco,France
10,06-11-2019,"Très bon hôtel. Rien à redire. Bien placé, tous les services sur place.
Chambre spacieuse et confortable. Personnel agréable.
Petit déjeuner copieux et très bon.
Piscine extérieur en rooftop, chaufée.",Fairmont Monte Carlo,Monaco,France
10,21-10-2019,Excellent séjour. Le restaurant japonais Nobu qui est dans l’hôtel nous a semblé délicieux. À refaire...,Fairmont Monte Carlo,Monaco,France
10,19-10-2019,Petit déjeuner très moyen style novotel pas de produits de qualité a revoir,Fairmont Monte Carlo,Monaco,France
8,15-10-2019,"Emplacement privilégié 
Belle chambre avec une superficie de 50 m2 environ
Ras sur la propreté 
Balcon terrasse sur la mer
Travaux d'extension de Monaco sur la mer sans incidence sur le confort intérieur car l'isolation des fenêtres filtrait les bruits extérieurs.
Éviter le niveau un car les bruits de pas ( talons) sont mal atténués.
Personnel A l'écoute 
Voituriers très serviables",Fairmont Monte Carlo,Monaco,France
6,14-10-2019,"Dépassé, service impersonnel, déco pas à la hauteur.
A éviter.",Fairmont Monte Carlo,Monaco,France
10,02-08-2019,"La literie, la propreté et l’odeur de la chambre nous ont plus
Le service voiturier est à revoir",Fairmont Monte Carlo,Monaco,France
10,14-07-2019,Très grand hôtel bien placé avec beaucoup de choix de restaurant et un service très attentionné et complet.,Fairmont Monte Carlo,Monaco,France
6,06-05-2019,"Le prix des restaurants - Inadmissible

Les restaurants sont plus chers qu'un 2 Etoiles Mchelin",Fairmont Monte Carlo,Monaco,France
10,21-10-2019,Excellent séjour. Le restaurant japonais Nobu qui est dans l’hôtel nous a semblé délicieux. À refaire...,Fairmont Monte Carlo,Monaco,France
10,19-10-2019,Petit déjeuner très moyen style novotel pas de produits de qualité a revoir,Fairmont Monte Carlo,Monaco,France
8,15-10-2019,"Emplacement privilégié 
Belle chambre avec une superficie de 50 m2 environ
Ras sur la propreté 
Balcon terrasse sur la mer
Travaux d'extension de Monaco sur la mer sans incidence sur le confort intérieur car l'isolation des fenêtres filtrait les bruits extérieurs.
Éviter le niveau un car les bruits de pas ( talons) sont mal atténués.
Personnel A l'écoute 
Voituriers très serviables",Fairmont Monte Carlo,Monaco,France
6,14-10-2019,"Dépassé, service impersonnel, déco pas à la hauteur.
A éviter.",Fairmont Monte Carlo,Monaco,France
10,02-08-2019,"La literie, la propreté et l’odeur de la chambre nous ont plus
Le service voiturier est à revoir",Fairmont Monte Carlo,Monaco,France
10,14-07-2019,Très grand hôtel bien placé avec beaucoup de choix de restaurant et un service très attentionné et complet.,Fairmont Monte Carlo,Monaco,France
6,06-05-2019,"Le prix des restaurants - Inadmissible

Les restaurants sont plus chers qu'un 2 Etoiles Mchelin",Fairmont Monte Carlo,Monaco,France
8,08-11-2018,Bien place. Besoin les chambres de moderniser un peut.,Fairmont Monte Carlo,Monaco,France
10,28-10-2018,Personnel tres accueuillant hotel tres calme literie tres confortable. Nous reviendrons.,Fairmont Monte Carlo,Monaco,France
10,21-08-2018,"Merveilleux weekend passé au Fairmont Hôtel !
Accueil digne d'un hôtel 4 étoiles.
Nous avons été surclassés pour notre séjour ! La chambre vue mer est exceptionnel, la literie est de très bonne qualité ! L'hôtel propose de nombreux services tels que plusieurs restaurants, bars, et le fameux Nikki Beach de Monaco ! Endroit très agréable !",Fairmont Monte Carlo,Monaco,France
6,20-08-2018,"Nice if you want to party and not spend too much time in your room 
Otherwise if you pay extra for a sea view you might end up facing a huge crane as they give another sea-line to the environment 
Furniture in room looked old 
And we even had a water leak in our closet",Fairmont Monte Carlo,Monaco,France
10,14-07-2018,"An outstanding example of its kind!
Words cannot express the feeling!",Fairmont Monte Carlo,Monaco,France
10,03-04-2018,nous avons passé un agréable séjour. L hotel est magnifique et un bon restaurant. très yes content.,Fairmont Monte Carlo,Monaco,France
10,05-03-2018,Excellent,Fairmont Monte Carlo,Monaco,France
6,01-03-2018,"Vieillot, mériterait un rafraîchissement... mauvais rapport qualite prix
Personnel sympathique et très professionnel.",Fairmont Monte Carlo,Monaco,France
6,07-02-2018,"Chambre vieillissante, vie sur mer.... dommage qu’il y est des travaux toute la nuit pour construire la nouvelle digue. 
L’hotel n’y est pour rien mais pourrait prévenir les clients ! Tres déçu !
Salle de sport géniale
Petit déjeuner HORS DE PRIX pour le choix !
Lors de mon prochain séjour a Monaco, j’irai dans un autre établissement !",Fairmont Monte Carlo,Monaco,France
4,02-11-2017,"Cela fait au moins 3 fois dans le mois que je me suis présenté à cette Hôtel, nous somme traité toujours comme une nouvelle personne venue. Copie de passeport à chaque arrivée une éternité pour obtenir sa chambre. Malgré la fidélité aucun service ou surclassement n'est proposé.Un personnel toujours en formation donc source d'erreurs.

Sauf la proximités rien de spécial dans cette Hotel qui tente d'avoir l'apparence d'un 5 étoiles. Le service n'est pas du tout tiré vers l'excellence.",Fairmont Monte Carlo,Monaco,France
2,28-08-2017,"Monaco s'étend actuellement sur la mer 
Une barge et une grue énormes sont positionnées face a l'hôtel  ce qui gâche la vue mer et génère une nuisance visuelle et sonore conséquentes de très tôt le matin à très tard le soir",Fairmont Monte Carlo,Monaco,France
8,20-05-2017,"Week end en amoureux, Casino, restaurants, boutiques de luxe",Fairmont Monte Carlo,Monaco,France
10,03-01-2017,"Tout est parfait, en particulier l'accueil. Toutefois, il faudrait rénover ou remplacer les meubles de la terrasse. C'est le seul ""bémol"".",Fairmont Monte Carlo,Monaco,France
10,28-11-2016,"Nous voudrions remercier le PERSONNEL : à l'Accueil (SECURITE, CONCIERGES, RECEPTIONNISTES et BAGAGISTES) dont en particulier M. ERIC qui arrive avec courtoisie, calme, sourire et diplomatie, à régler n'importe quel problème. Aux étages (FEMMES DE CHAMBRE et RESPONSABLES) pour leur politesse et surveillance de la chambre s'il manque quelque chose.",Fairmont Monte Carlo,Monaco,France
8,21-11-2016,"Big lobby, welcoming staff, good service, friendly, nice sea view, more casual than other hotels.",Fairmont Monte Carlo,Monaco,France
10,29-09-2016,Parfait,Fairmont Monte Carlo,Monaco,France
10,31-08-2016,"Hotel parfait , le personnel aux petits soins",Fairmont Monte Carlo,Monaco,France
8,17-08-2016,"Séjour de 3 jours avec mon conjoint, un couple d'amis et mes parents pour mon anniversaire. Les chambres étaient spacieuse propre. Seul petit bémol le wifi est payant en chambre et ne fonctionnait pas dans le hall. Nous avons profité du Nikki Beach. Bonne ambiance générale par contre le weekend du 15/08 étant très demandé impossible de bénéficier des transats gratuits en tant que client de l'hôtel. Nous avons donc payé les double bed qui imposent une bouteille (magnum dans notre cas car 4/bed).
Un grand merci à l'équipe du Fairmont qui a eu une attention toute particulière pour mon anniversaire.",Fairmont Monte Carlo,Monaco,France
8,24-07-2016,Decoration un peu vieillotte mais très bon service et petit déjeuner sur le toit exceptionnel,Fairmont Monte Carlo,Monaco,France
8,20-07-2016,"Extérieur de l'hôtel pas très beau, mais chambres simples mais jolies. Très belle vue mer, comme dans un bateau. 
Piscine tres agréable!!!!",Fairmont Monte Carlo,Monaco,France
8,11-07-2016,"Emplacement Parfait , Nobu & Nikki Beach Sur place . Situation extra , hôtel & chambres un peu Á l'ancienne mais service impeccable",Fairmont Monte Carlo,Monaco,France
6,05-07-2016,"Bonjour, pour un hotel luxueux et vu le prix des chambres je m'attendait a mieu,a l'arrivée la chambre etait extremement froide, et la salle de bain y compris, vraiment dommage,pas de petit dejeuner compris dans le prix.
Se jour etait notre nuit de noce, j'avait demander qu'ube rose soit deposé sur le lit ppur l'occasion, a ma grande surprise il n'y avait rien.
J'ai connu beaucoup mieux dans des hotels moin cher et moin luxueux.",Fairmont Monte Carlo,Monaco,France
8,26-06-2016,"trop court (arrivée à 22 heures, diner et retour dans la chambre après un détour par le casino... lever à 8h30 et départ, dommage....",Fairmont Monte Carlo,Monaco,France
8,27-04-2016,Super emplacement service et personnel tres professionnel bon accueil seul bémol les chambres ont besoin d'une rénovation .couchage et literie à changer moquette de la chambre à changer .... Prix du parking voiture excessif 60 euros par jour ..... Wifi payante pour un hotel de ce standing ........ Environ 20€ par jour,Fairmont Monte Carlo,Monaco,France
8,11-02-2016,Le Personnel assure un service de qualité. Le petit dejeuner est aussi de grande qualité mais son tarif excessif(38€). Les chambres et les couloirs mériteraient un rafraîchissement.,Fairmont Monte Carlo,Monaco,France
6,23-01-2016,"bien placé, bon acceuil du personnel, trop de couloir",Fairmont Monte Carlo,Monaco,France
8,30-12-2015,"Tres bien, personel discret et efficace,à l'accueil la prise en charge très rapide,toujours à l'écoute sour tout ,Mention spéciale pour Ilaria au top! Je retournerai et je le recommande la piscine chauffée un Must..",Fairmont Monte Carlo,Monaco,France
10,30-11-2015,"Professionnalisme et discrétion du personnel. Infrastructures de très grande qualité. Chambre standard de grande superficie, équipements de qualité. Piscine et salle de fitness au dernier étage avec vue exceptionnelle. Difficile d'emettre une critique négative.",Fairmont Monte Carlo,Monaco,France
8,02-10-2015,Prix du parking excessif (50 eur/nuit) alors que le parking public de la gallérie coûte 20 eur/ nuit. Attention à vérifier votre note au restaurant saphire. Sinon l hotel est central avec un service de qualité (justifié vu le prix),Fairmont Monte Carlo,Monaco,France
8,15-09-2015,"Très bon séjour général au Fairmont; très belle chambre avec vue mer; personnel attentif et dévoué.
Quelques bémols plus ou moins important. 20€ de supplément pour avoir la wifi ce qui est simplement scandaleux vu le prix de la chambre, un plateau déjeuner qui est resté dans le couloir de l'après midi au lendemain matin ce qui est anormal pour ce standing d'hôtel et des cafés ou cappucino qui sont infects !!!",Fairmont Monte Carlo,Monaco,France
8,20-09-2023,"Esta muy descuidada, es un hotel muy viejo y su aspecto es desagradable. No tanto el cuarto, pero todo lo demás si",Fairmont Monte Carlo,Monaco,France
10,20-09-2023,Awesome place to stay & relatively cheap for the Monaco Area. The Nobu inside is a great addition to the experience as well,Fairmont Monte Carlo,Monaco,France
10,13-09-2023,Great Service and Nice Hotel.,Fairmont Monte Carlo,Monaco,France
10,11-09-2023,"The hotel is in the heart of monaco, I’ve been staying in this hotel for many years, it’s in need of a major renovation.  The entrance and lobby are very 1980’s.  The rooms are spacious but nothing fancy, compared to the neighboring hotels.  I left items in the room upon checkout and I received an email
With pictures of my items to come and collect or they can ship to me, front desk are professional.",Fairmont Monte Carlo,Monaco,France
10,10-09-2023,All,Fairmont Monte Carlo,Monaco,France
10,29-08-2023,Thomas the manager went above and beyond to ensure our stay was comfortable. He provided outstanding service! Thank you,Fairmont Monte Carlo,Monaco,France
8,28-08-2023,Had a nice room over the Hairpin with great Views very comfortable breakfast was very good here literally everything you could possibly need,Fairmont Monte Carlo,Monaco,France
