Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1787,2-STORY 1945-,RL,60.0,7200,Pave,,0,Lvl,3,Corner,0,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,3,3,0,1,0.0,1,0.0,560.0,560.0,GasA,5,1,5,930,760,0,1690,0.0,0.0,2,0,4,1,4,5,0,0,0,Detchd,2008.0,1,2.0,624.0,3,3,2,0,0,112,0,0,0,0,0,,0,Aug,2009,WD,Normal
1788,1-STORY 1945-,RL,90.0,5400,Pave,,0,Lvl,3,Inside,0,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,3,PConc,2,3,0,1,0.0,1,0.0,416.0,416.0,GasA,4,0,4,599,0,0,599,1.0,0.0,1,0,2,1,4,4,0,0,0,,1940.0,0,0.0,0.0,0,0,0,0,81,0,0,0,0,0,0,,0,June,2009,WD,Normal
1789,1-STORY 1945-,RL,60.0,10800,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,720.0,720.0,GasA,3,0,5,846,0,0,846,0.0,0.0,1,0,2,1,4,4,0,0,0,Detchd,1980.0,3,2.0,576.0,3,3,0,0,0,0,0,0,0,0,0,,0,June,2009,WD,Normal
1790,1-STORY 1945-,RL,60.0,10800,Pave,Grvl,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,630.0,630.0,GasA,3,1,4,725,0,0,725,0.0,0.0,1,1,1,1,3,4,0,0,0,Detchd,1959.0,1,1.0,320.0,3,3,2,0,30,0,0,0,0,0,0,,0,Nov,2009,WD,Normal
1791,DUPLEX,RL,81.0,9671,Pave,,0,Lvl,3,Corner,0,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1248.0,1248.0,GasA,3,1,5,1248,1296,0,2544,0.0,0.0,2,2,6,2,3,12,0,0,0,Attchd,1969.0,2,3.0,907.0,3,3,2,0,0,0,0,0,0,0,0,,0,Aug,2009,WD,Normal
1792,1-STORY 1946+,RL,83.0,10143,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,3,3,CBlock,3,3,0,3,384.0,1,0.0,996.0,1380.0,GasA,2,1,5,1380,0,0,1380,0.0,0.0,1,1,3,1,3,6,0,0,0,Attchd,1963.0,1,1.0,364.0,3,3,2,0,0,0,0,216,0,0,2,,0,June,2009,WD,Normal
1793,1-STORY 1946+,RL,77.0,11500,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,2,0,4,872.0,3,60.0,108.0,1040.0,GasA,4,1,5,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,1,1,1,Attchd,1967.0,2,2.0,480.0,3,3,2,0,0,156,0,0,0,0,3,,0,May,2009,WD,Normal
1794,1-STORY 1946+,RL,62.0,8010,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,3,3,1,6,745.0,1,0.0,206.0,951.0,GasA,4,1,5,951,0,0,951,1.0,0.0,1,0,2,1,4,6,0,0,0,Detchd,1985.0,1,2.0,480.0,3,3,2,0,0,42,0,0,0,0,0,Shed,450,Sept,2009,WD,Normal
1795,1-STORY 1946+,RL,90.0,10454,Pave,,1,Lvl,3,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,3,3,CBlock,3,3,0,3,546.0,1,0.0,559.0,1105.0,GasA,4,1,4,1105,0,0,1105,0.0,0.0,1,0,3,1,3,5,0,0,0,Detchd,1957.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2009,WD,Normal
1796,1-STORY 1946+,RL,80.0,9000,Pave,,1,HLS,3,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,3,3,CBlock,4,3,3,1,0.0,1,0.0,160.0,160.0,GasA,2,1,5,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,0,1,4,Basment,1958.0,2,1.0,384.0,3,3,2,0,28,64,0,0,0,0,0,,0,Apr,2009,WD,Normal
1797,1-1/2 STORY FIN,RL,60.0,8064,Pave,,0,Lvl,3,Inside,0,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,3,621.0,1,0.0,174.0,795.0,GasA,4,0,5,765,368,0,1133,0.0,0.0,1,0,3,1,3,5,0,0,0,Detchd,1989.0,1,2.0,900.0,3,3,2,0,0,0,0,231,0,0,0,,0,Dec,2009,COD,Abnorml
1798,1-STORY 1946+,RL,71.0,7350,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1041.0,1041.0,GasA,4,1,5,1041,0,0,1041,0.0,0.0,1,0,3,1,3,6,0,0,0,Attchd,1958.0,2,1.0,294.0,3,3,2,0,0,0,0,0,0,0,2,,0,Mar,2009,WD,Normal
1799,1-STORY 1946+,RL,60.0,7200,Pave,,0,Lvl,3,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,0,5,630.0,4,102.0,0.0,732.0,GasA,3,1,5,732,0,0,732,1.0,0.0,1,0,2,1,3,4,0,0,0,Detchd,1952.0,1,1.0,240.0,3,3,2,0,68,0,0,0,0,0,0,,0,Sept,2009,WD,Normal
1800,SPLIT OR MULTI-LEVEL,RL,80.0,8000,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,2,6,433.0,3,95.0,0.0,528.0,GasA,3,1,5,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,0,0,0,Attchd,1959.0,2,1.0,288.0,3,3,2,0,0,0,0,0,0,0,2,,0,July,2009,WD,Normal
1801,1-1/2 STORY FIN,RL,60.0,10800,Pave,,0,Lvl,3,Inside,0,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,832.0,832.0,GasA,3,1,3,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,0,0,0,Detchd,1949.0,1,1.0,384.0,3,3,2,0,204,0,0,0,0,0,0,,0,Aug,2009,WD,Normal
1802,1-1/2 STORY FIN,RL,60.0,8064,Pave,,0,Lvl,3,Corner,0,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,2,120.0,1,0.0,744.0,864.0,GasA,3,1,5,1064,0,431,1495,0.0,0.0,1,0,3,1,3,6,0,0,0,Detchd,1994.0,1,2.0,576.0,3,3,2,180,36,0,0,0,0,0,0,,0,Aug,2009,COD,Abnorml
1803,2-STORY 1946+,RL,76.0,7570,Pave,,0,Lvl,3,Corner,0,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,780.0,780.0,GasA,3,1,5,993,813,0,1806,0.0,0.0,1,1,4,1,3,8,0,0,0,Attchd,1964.0,1,2.0,483.0,3,3,2,0,55,0,0,0,0,0,0,,0,Mar,2009,WD,Normal
1804,DUPLEX,RL,75.0,8604,Pave,,1,Lvl,3,Inside,0,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,3,4,CBlock,4,3,2,6,941.0,1,0.0,0.0,941.0,GasA,4,1,5,941,0,0,941,1.0,0.0,1,0,2,1,4,4,0,0,0,Attchd,1978.0,1,2.0,564.0,3,3,2,0,40,0,0,0,0,0,0,,0,Nov,2009,WD,Normal
1805,1-STORY 1946+,RL,80.0,7936,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,826.0,1,0.0,219.0,1045.0,GasA,3,1,5,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,0,1,2,Attchd,1963.0,2,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,,0,Apr,2009,WD,Normal
1806,1-1/2 STORY FIN,RM,68.0,4080,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,901.0,901.0,GasA,4,1,5,861,517,0,1378,0.0,0.0,1,0,3,1,4,6,0,0,0,Detchd,1920.0,1,1.0,162.0,2,2,1,54,0,40,0,0,0,0,0,,0,June,2009,WD,Normal
1807,DUPLEX,RM,57.0,10307,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,633.0,1,0.0,339.0,972.0,GasA,4,0,4,972,972,0,1944,1.0,0.0,2,0,4,2,3,12,0,0,0,Detchd,1920.0,1,2.0,324.0,2,3,0,0,28,169,0,0,0,0,0,,0,June,2009,WD,Normal
1808,1-1/2 STORY FIN,RM,90.0,15660,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0,1,0.0,1,0.0,240.0,240.0,GasA,3,1,5,810,496,0,1306,0.0,0.0,1,1,3,1,4,6,0,0,0,Detchd,1959.0,1,2.0,472.0,2,3,0,0,0,0,0,0,0,0,3,,0,July,2009,WD,Normal
1809,2-STORY 1945-,RM,90.0,9900,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,0,1,0.0,1,0.0,504.0,504.0,GasA,5,1,5,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,0,0,0,,1910.0,0,0.0,0.0,0,0,0,0,0,176,0,0,0,0,0,,0,Mar,2009,WD,Normal
1810,2-STORY 1945-,RM,57.0,6406,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,5,421.0,1,0.0,269.0,690.0,GasA,3,1,4,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,0,1,4,Detchd,1939.0,1,2.0,400.0,3,3,2,0,36,0,0,182,0,0,3,,0,Oct,2009,WD,Normal
1811,2 FAMILY CONVERSION,RM,63.0,7627,Pave,,0,Lvl,3,Corner,0,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,3,BrkTil,2,1,0,1,0.0,1,0.0,600.0,600.0,GasA,4,0,5,1101,600,0,1701,0.0,0.0,2,0,4,2,2,8,0,0,0,,1920.0,0,0.0,0.0,0,0,0,0,0,148,0,0,0,0,0,,0,Oct,2009,WD,Normal
1812,1-1/2 STORY FIN,RM,56.0,10134,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,0,1,0.0,1,0.0,801.0,801.0,GasA,4,0,5,801,646,0,1447,0.0,0.0,1,0,3,1,3,6,0,0,0,,1910.0,0,0.0,0.0,0,0,0,80,0,244,0,0,0,0,0,,0,July,2009,WD,Normal
1813,1-1/2 STORY FIN,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,5,CBlock,3,3,0,4,384.0,1,0.0,384.0,768.0,GasA,3,1,4,768,560,0,1328,0.0,0.0,1,1,3,1,3,6,0,0,0,Detchd,1950.0,1,1.0,308.0,3,3,2,0,12,0,0,0,0,0,3,,0,Mar,2009,WD,Normal
1814,1-STORY 1945-,RM,62.0,7404,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,0,1,0.0,1,0.0,861.0,861.0,GasA,3,1,5,861,0,0,861,0.0,0.0,1,0,2,1,3,5,0,0,0,Detchd,1920.0,1,2.0,288.0,3,3,0,0,0,128,0,0,0,0,0,,0,Nov,2009,Oth,Normal
1815,1-STORY 1945-,RM,50.0,5925,Pave,,0,Lvl,3,Corner,0,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,0,4,612,0,0,612,0.0,0.0,1,0,1,1,3,4,0,0,0,Detchd,1965.0,1,1.0,308.0,3,2,0,0,0,25,0,0,0,0,0,,0,Oct,2009,WD,Normal
1816,1-STORY 1945-,RM,60.0,8520,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0.0,4,3,PConc,2,3,0,1,0.0,1,0.0,624.0,624.0,GasA,3,1,5,792,0,0,792,0.0,0.0,1,0,2,1,3,5,0,0,0,Detchd,1963.0,1,1.0,287.0,3,3,2,0,0,81,0,0,0,0,2,,0,Feb,2009,WD,Normal
1817,2-STORY 1945-,RM,60.0,9600,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,2,3,0,1,0.0,1,0.0,677.0,677.0,GasA,3,1,5,833,677,0,1510,0.0,0.0,2,0,3,1,4,7,0,0,0,Detchd,1974.0,1,2.0,720.0,3,3,0,0,0,160,0,0,0,0,0,,0,June,2009,WD,Normal
1818,2-STORY 1945-,RM,70.0,8400,Pave,,0,Lvl,3,Corner,0,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,3,3,BrkTil,2,4,1,1,0.0,1,0.0,917.0,917.0,GasA,4,1,4,1090,917,0,2007,0.0,0.0,2,0,3,1,5,8,0,0,0,Detchd,1930.0,1,1.0,357.0,3,3,2,0,235,0,0,0,0,0,0,,0,June,2009,WD,Normal
1819,2-STORY 1945-,RM,60.0,3600,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,624.0,624.0,GasA,5,1,5,664,624,0,1288,1.0,0.0,1,0,3,1,5,5,0,1,4,Attchd,1917.0,1,1.0,280.0,3,3,0,0,103,0,0,0,0,0,0,,0,May,2009,WD,Normal
1820,1-STORY 1945-,C,,3300,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,624.0,624.0,GasA,5,1,5,816,0,0,816,0.0,0.0,1,0,2,1,3,5,0,1,4,,1910.0,0,0.0,0.0,0,0,0,0,33,0,0,0,0,0,0,,0,June,2009,WD,Normal
1821,1-1/2 STORY FIN,RM,60.0,5400,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,3,3,0,1,0.0,1,0.0,972.0,972.0,GasA,5,1,5,1044,0,436,1480,0.0,0.0,1,0,3,1,3,6,0,0,0,Detchd,1920.0,1,1.0,207.0,2,3,2,0,0,176,0,0,0,0,0,,0,Sept,2009,ConLI,Family
1822,2-STORY 1945-,RM,60.0,9720,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,741.0,741.0,GasA,5,1,5,780,741,0,1521,0.0,0.0,1,0,4,1,4,8,0,0,0,Detchd,1950.0,1,3.0,640.0,3,3,2,0,0,238,0,0,0,0,3,,0,Sept,2009,WD,Normal
1823,1-STORY 1945-,C,72.0,9392,Pave,,0,Lvl,3,Corner,0,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0.0,3,2,CBlock,2,3,0,1,0.0,1,0.0,245.0,245.0,GasA,3,0,5,797,0,0,797,0.0,0.0,1,0,2,1,3,5,0,0,0,,1900.0,0,0.0,0.0,0,0,0,0,36,94,0,0,0,0,0,,0,Sept,2009,WD,Abnorml
1824,1-STORY 1945-,RL,,6615,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,1022.0,1022.0,GasA,3,0,4,1432,0,0,1432,0.0,0.0,1,0,3,1,4,6,0,1,4,BuiltIn,1923.0,1,1.0,216.0,2,3,2,266,61,0,0,0,0,0,2,,0,Sept,2009,WD,Normal
1825,2-STORY 1945-,RL,50.0,4960,Pave,,0,Lvl,3,Inside,0,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,WdShing,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,297.0,297.0,GasA,5,1,5,1001,653,0,1654,0.0,0.0,2,0,3,1,3,7,0,1,4,Detchd,1955.0,1,1.0,336.0,3,3,0,244,60,0,0,0,0,0,0,,0,May,2009,WD,Normal
1826,1-1/2 STORY FIN,RM,60.0,6000,Pave,,0,Lvl,3,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444.0,3,3,BrkTil,3,3,0,3,220.0,1,0.0,248.0,468.0,GasA,4,1,5,822,320,0,1142,0.0,0.0,1,0,3,1,3,6,0,0,0,Attchd,1924.0,3,1.0,320.0,3,3,2,0,0,98,0,0,0,0,0,,0,June,2009,WD,Normal
1827,1-STORY 1945-,RM,51.0,6120,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,960.0,960.0,GasA,4,1,5,995,0,0,995,0.0,0.0,1,0,2,1,3,5,0,0,0,Detchd,1926.0,1,1.0,264.0,3,3,2,0,15,51,0,0,0,0,3,,0,Mar,2009,WD,Abnorml
1828,1-1/2 STORY FIN,RM,51.0,6120,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0,2,273.0,1,0.0,679.0,952.0,GasA,3,1,4,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,0,1,4,Detchd,1938.0,1,1.0,250.0,2,3,2,189,0,34,150,0,0,0,0,,0,Feb,2009,WD,Normal
1829,1-STORY 1945-,RM,50.0,8635,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,0,2,134.0,1,0.0,938.0,1072.0,GasA,3,1,5,1072,0,0,1072,1.0,0.0,1,0,2,1,3,5,0,0,0,Detchd,1982.0,1,5.0,1184.0,2,3,1,0,0,105,0,0,0,0,0,,0,Aug,2009,WD,Normal
1830,2-STORY 1945-,RM,57.0,8094,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,1048.0,1048.0,GasA,4,1,4,1048,720,0,1768,0.0,0.0,2,0,3,1,3,8,0,0,0,Detchd,1930.0,1,2.0,576.0,2,2,2,0,0,150,0,0,0,0,0,,0,June,2009,WD,Normal
1831,2-STORY 1945-,RM,68.0,9928,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,0,1,0.0,1,0.0,672.0,672.0,GasA,2,1,5,1272,672,0,1944,0.0,0.0,2,0,3,1,3,8,2,0,0,Detchd,1915.0,1,1.0,216.0,3,3,0,24,28,0,0,0,0,0,0,Shed,400,June,2009,WD,Normal
1832,DUPLEX,RM,50.0,3000,Pave,Grvl,0,Bnk,3,Inside,0,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,0,1,0.0,1,0.0,1040.0,1040.0,GasA,3,0,5,1088,1040,0,2128,0.0,0.0,2,0,4,2,3,11,6,0,0,,1922.0,0,0.0,0.0,0,0,2,0,56,0,0,0,0,0,0,,0,Sept,2009,WD,Abnorml
1833,2-STORY 1945-,RM,57.0,6876,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,2,0,4,522.0,1,0.0,198.0,720.0,GasA,2,1,5,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,0,0,0,Attchd,1927.0,1,1.0,316.0,3,3,2,0,0,213,0,0,0,0,3,,0,Aug,2009,WD,Normal
1834,2-STORY 1945-,RM,,5775,Pave,,2,Bnk,3,Corner,1,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,483.0,483.0,GasA,5,1,5,741,686,0,1427,0.0,0.0,1,0,3,1,4,7,0,0,0,Attchd,1915.0,1,1.0,379.0,3,3,2,0,24,112,0,0,0,0,0,,0,Feb,2009,WD,Normal
1835,2 FAMILY CONVERSION,RM,41.0,5852,Pave,,3,Bnk,3,Corner,0,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,Stone,188.0,3,2,BrkTil,3,2,0,3,169.0,1,0.0,851.0,1020.0,GasA,3,0,3,978,886,0,1864,0.0,0.0,2,1,6,1,3,9,0,0,0,,1902.0,0,0.0,0.0,0,0,0,0,188,102,0,0,0,0,0,,0,May,2009,WD,Normal
1836,1-1/2 STORY FIN,RM,60.0,5160,Pave,,0,Lvl,3,Corner,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,3,3,0,1,0.0,1,0.0,1204.0,1204.0,GasA,3,1,4,1204,462,0,1666,0.0,0.0,1,0,3,1,3,4,0,0,0,Detchd,1927.0,1,1.0,384.0,2,3,2,0,0,148,0,0,0,0,0,,0,Aug,2009,WD,Normal
1837,SPLIT FOYER,RM,86.0,5160,Pave,Grvl,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4,2,2,4,749.0,3,63.0,46.0,858.0,GasA,3,1,5,892,0,0,892,1.0,0.0,1,0,1,1,4,5,2,0,0,,1923.0,0,0.0,0.0,0,0,0,0,0,105,0,160,0,0,0,,0,July,2009,COD,Abnorml
1838,2 FAMILY CONVERSION,RM,60.0,10320,Pave,Grvl,0,Bnk,3,Inside,0,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,3,276.0,5,262.0,160.0,698.0,GasA,5,1,3,754,649,0,1403,1.0,0.0,1,1,3,1,3,7,0,0,0,Detchd,1915.0,1,1.0,308.0,3,3,2,0,0,288,0,0,0,0,0,,0,Feb,2009,WD,Normal
1839,1-STORY 1946+,RL,50.0,4280,Pave,,1,Lvl,3,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,2,3,0,1,0.0,1,0.0,560.0,560.0,GasA,5,1,4,704,0,0,704,0.0,1.0,1,0,2,1,2,4,0,0,0,CarPort,1946.0,1,1.0,220.0,3,3,2,0,0,24,0,0,0,0,0,,0,Sept,2009,WD,Normal
1840,DUPLEX,RL,60.0,10800,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,3,6,1200.0,1,0.0,0.0,1200.0,GasA,3,1,5,1200,0,0,1200,3.0,0.0,3,0,3,1,3,5,0,0,0,,1987.0,0,0.0,0.0,0,0,2,120,0,0,0,0,0,0,0,,0,Mar,2009,WD,Alloca
1841,DUPLEX,RL,,10547,Pave,,1,Lvl,3,Inside,0,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,4,3,6,1152.0,1,0.0,0.0,1152.0,GasA,3,1,5,1152,0,0,1152,2.0,0.0,2,0,2,2,3,6,0,0,0,Detchd,1960.0,1,1.0,252.0,3,2,0,0,0,0,0,0,0,0,0,,0,July,2009,WD,Normal
