level_0,index,year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank,second_candidate_votes,margin
304,1016,1984,WYOMING,WY,56,83,68,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,133241,188968,20210113,,REPUBLICAN,1.0,53370.0,79871.0
306,1019,1988,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,815576,1378476,20210113,,REPUBLICAN,1.0,549506.0,266070.0
308,1024,1988,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,119251,200116,20210113,,REPUBLICAN,1.0,72584.0,46667.0
310,1030,1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,702541,1171873,20210113,,REPUBLICAN,1.0,454029.0,248512.0
312,1035,1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,466578,827738,20210113,,REPUBLICAN,1.0,349237.0,117341.0
314,1041,1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,5054917,9887065,20210113,,REPUBLICAN,1.0,4702233.0,352684.0
316,1046,1988,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,728177,1372394,20210113,,REPUBLICAN,1.0,621453.0,106724.0
318,1052,1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,750241,1443394,20210113,,REPUBLICAN,1.0,676584.0,73657.0
320,1057,1988,DELAWARE,DE,10,51,11,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,139639,249891,20210113,,REPUBLICAN,1.0,108647.0,30992.0
322,1061,1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,159407,192877,20210113,,DEMOCRAT,1.0,27590.0,131817.0
324,1070,1988,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2618885,4302313,20210113,,REPUBLICAN,1.0,1656701.0,962184.0
326,1075,1988,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1081331,1809672,20210113,,REPUBLICAN,1.0,714792.0,366539.0
328,1080,1988,HAWAII,HI,15,95,82,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,192364,354461,20210113,,DEMOCRAT,1.0,158625.0,33739.0
330,1085,1988,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,253881,408968,20210113,,REPUBLICAN,1.0,147272.0,106609.0
332,1089,1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2310939,4559120,20210113,,REPUBLICAN,1.0,2215940.0,94999.0
334,1094,1988,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1297763,2168621,20210113,,REPUBLICAN,1.0,860643.0,437120.0
336,1097,1988,IOWA,IA,19,42,31,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,670557,1225614,20210113,,DEMOCRAT,1.0,545355.0,125202.0
338,1107,1988,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,554049,993044,20210113,,REPUBLICAN,1.0,422636.0,131413.0
340,1110,1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,734281,1322517,20210113,,REPUBLICAN,1.0,580368.0,153913.0
342,1115,1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,883702,1628202,20210113,,REPUBLICAN,1.0,717460.0,166242.0
344,1121,1988,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,307131,555035,20210113,,REPUBLICAN,1.0,243569.0,63562.0
346,1126,1988,MARYLAND,MD,24,52,52,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,876167,1714358,20210113,,REPUBLICAN,1.0,826304.0,49863.0
348,1131,1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1401415,2632801,20210113,,DEMOCRAT,1.0,1194635.0,206780.0
350,1136,1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1965486,3669163,20210113,,REPUBLICAN,1.0,1675783.0,289703.0
352,1141,1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1109471,2096790,20210113,,DEMOCRAT,1.0,962337.0,147134.0
354,1153,1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,557890,931527,20210113,,REPUBLICAN,1.0,363921.0,193969.0
356,1157,1988,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1084953,2093228,20210113,,REPUBLICAN,1.0,1001619.0,83334.0
358,1160,1988,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,190412,365674,20210113,,REPUBLICAN,1.0,168936.0,21476.0
360,1164,1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,397956,661465,20210113,,REPUBLICAN,1.0,259235.0,138721.0
362,1168,1988,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,206040,343133,20210113,,REPUBLICAN,1.0,132738.0,73302.0
364,1172,1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,281537,450525,20210113,,REPUBLICAN,1.0,163696.0,117841.0
366,1176,1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1743192,3099553,20210113,,REPUBLICAN,1.0,1320352.0,422840.0
368,1187,1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,270341,521387,20210113,,REPUBLICAN,1.0,244497.0,25844.0
370,1195,1988,NEW YORK,NY,36,21,13,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,3255487,6485683,20210113,,DEMOCRAT,1.0,2838414.0,417073.0
372,1205,1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1237258,2134370,20210113,,REPUBLICAN,1.0,890167.0,347091.0
374,1209,1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,166559,297261,20210113,,REPUBLICAN,1.0,127739.0,38820.0
376,1215,1988,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2416549,4393585,20210113,,REPUBLICAN,1.0,1939629.0,476920.0
378,1222,1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,678367,1171036,20210113,,REPUBLICAN,1.0,483423.0,194944.0
380,1226,1988,OREGON,OR,41,92,72,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,616206,1201694,20210113,,DEMOCRAT,1.0,560126.0,56080.0
382,1231,1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2300087,4536251,20210113,,REPUBLICAN,1.0,2194944.0,105143.0
384,1238,1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,225123,404622,20210113,,DEMOCRAT,1.0,177761.0,47362.0
386,1247,1988,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,606443,986009,20210113,,REPUBLICAN,1.0,370554.0,235889.0
388,1251,1988,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,165415,312991,20210113,,REPUBLICAN,1.0,145560.0,19855.0
390,1254,1988,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,947233,1636250,20210113,,REPUBLICAN,1.0,679794.0,267439.0
392,1258,1988,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,3036829,5427410,20210113,,REPUBLICAN,1.0,2352748.0,684081.0
394,1263,1988,UTAH,UT,49,87,67,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,428442,647008,20210113,,REPUBLICAN,1.0,207343.0,221099.0
396,1272,1988,VERMONT,VT,50,13,6,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,124331,243328,20210113,,REPUBLICAN,1.0,115775.0,8556.0
398,1282,1988,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1309162,2191609,20210113,,REPUBLICAN,1.0,859799.0,449363.0
400,1286,1988,WASHINGTON,WA,53,91,73,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,933516,1865253,20210113,,DEMOCRAT,1.0,903835.0,29681.0
402,1293,1988,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,341016,653311,20210113,,DEMOCRAT,1.0,310065.0,30951.0
404,1296,1988,WISCONSIN,WI,55,35,25,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1126794,2191608,20210113,,DEMOCRAT,1.0,1047499.0,79295.0
406,1300,1988,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,106867,176551,20210113,,REPUBLICAN,1.0,67113.0,39754.0
408,1304,1992,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,804283,1688060,20210113,,REPUBLICAN,1.0,690080.0,114203.0
410,1310,1992,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,102000,258506,20210113,,REPUBLICAN,1.0,78294.0,23706.0
412,1320,1992,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,572086,1486975,20210113,,REPUBLICAN,1.0,543050.0,29036.0
414,1328,1992,ARKANSAS,AR,5,71,42,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,505823,950653,20210113,,DEMOCRAT,1.0,337324.0,168499.0
416,1332,1992,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,5121325,11131721,20210113,,DEMOCRAT,1.0,3630574.0,1490751.0
418,1339,1992,COLORADO,CO,8,84,62,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,629681,1569180,20210113,,DEMOCRAT,1.0,562850.0,66831.0
420,1348,1992,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,682318,1616156,20210113,,DEMOCRAT,1.0,578313.0,104005.0
422,1353,1992,DELAWARE,DE,10,51,11,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,126054,289620,20210113,,DEMOCRAT,1.0,102313.0,23741.0
424,1358,1992,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,192619,227572,20210113,,DEMOCRAT,1.0,20698.0,171921.0
426,1368,1992,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2173310,5313392,20210113,,REPUBLICAN,1.0,2071698.0,101612.0
428,1373,1992,GEORGIA,GA,13,58,44,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1008966,2321133,20210113,,DEMOCRAT,1.0,995252.0,13714.0
430,1378,1992,HAWAII,HI,15,95,82,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,179310,372842,20210113,,DEMOCRAT,1.0,136822.0,42488.0
432,1385,1992,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,202645,482114,20210113,,REPUBLICAN,1.0,137013.0,65632.0
434,1390,1992,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2453350,5050157,20210113,,DEMOCRAT,1.0,1734096.0,719254.0
436,1399,1992,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,989375,2305871,20210113,,REPUBLICAN,1.0,848420.0,140955.0
438,1405,1992,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,586353,1354607,20210113,,DEMOCRAT,1.0,504891.0,81462.0
440,1419,1992,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,449951,1157236,20210113,,REPUBLICAN,1.0,390434.0,59517.0
442,1424,1992,KENTUCKY,KY,21,61,51,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,665104,1492900,20210113,,DEMOCRAT,1.0,617178.0,47926.0
444,1432,1992,LOUISIANA,LA,22,72,45,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,815971,1790017,20210113,,DEMOCRAT,1.0,733386.0,82585.0
446,1443,1992,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,263420,679499,20210113,,DEMOCRAT,1.0,206820.0,56600.0
448,1450,1992,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,988571,1984580,20210113,,DEMOCRAT,1.0,707094.0,281477.0
450,1455,1992,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1318639,2773664,20210113,,DEMOCRAT,1.0,805039.0,513600.0
452,1466,1992,MICHIGAN,MI,26,34,23,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1871182,4274673,20210113,,DEMOCRAT,1.0,1554940.0,316242.0
454,1474,1992,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1020997,2347948,20210113,,DEMOCRAT,1.0,747841.0,273156.0
456,1486,1992,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,487793,981793,20210113,,REPUBLICAN,1.0,400258.0,87535.0
458,1492,1992,MISSOURI,MO,29,43,34,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1053873,2391270,20210113,,DEMOCRAT,1.0,811159.0,242714.0
460,1496,1992,MONTANA,MT,30,81,64,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,154507,410583,20210113,,DEMOCRAT,1.0,144207.0,10300.0
462,1501,1992,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,343678,737546,20210113,,REPUBLICAN,1.0,216864.0,126814.0
464,1506,1992,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,189148,506318,20210113,,DEMOCRAT,1.0,175828.0,13320.0
466,1515,1992,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,209040,537215,20210113,,DEMOCRAT,1.0,202484.0,6556.0
468,1521,1992,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1436206,3343594,20210113,,DEMOCRAT,1.0,1356865.0,79341.0
470,1534,1992,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,261617,569986,20210113,,DEMOCRAT,1.0,212824.0,48793.0
472,1544,1992,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,3346894,7079432,20210113,,DEMOCRAT,1.0,2041690.0,1305204.0
474,1555,1992,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1134661,2611850,20210113,,REPUBLICAN,1.0,1114042.0,20619.0
476,1562,1992,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,136244,308133,20210113,,REPUBLICAN,1.0,99168.0,37076.0
478,1566,1992,OHIO,OH,39,31,24,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1984942,4939967,20210113,,DEMOCRAT,1.0,1894310.0,90632.0
480,1571,1992,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,592929,1390359,20210113,,REPUBLICAN,1.0,473066.0,119863.0
482,1575,1992,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,621314,1462643,20210113,,DEMOCRAT,1.0,475757.0,145557.0
484,1582,1992,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2239164,4959810,20210113,,DEMOCRAT,1.0,1791841.0,447323.0
486,1587,1992,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,213299,453365,20210113,,DEMOCRAT,1.0,131601.0,81698.0
488,1595,1992,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,577507,1228912,20210113,,REPUBLICAN,1.0,525514.0,51993.0
490,1601,1992,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,136718,336254,20210113,,REPUBLICAN,1.0,124888.0,11830.0
492,1606,1992,TENNESSEE,TN,47,62,54,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,933521,1982638,20210113,,DEMOCRAT,1.0,841300.0,92221.0
494,1611,1992,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2496071,6154018,20210113,,REPUBLICAN,1.0,2281815.0,214256.0
496,1616,1992,UTAH,UT,49,87,67,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,322632,743998,20210113,,REPUBLICAN,1.0,203400.0,119232.0
498,1629,1992,VERMONT,VT,50,13,6,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,133592,289701,20210113,,DEMOCRAT,1.0,88122.0,45470.0
500,1640,1992,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1150517,2559129,20210113,,REPUBLICAN,1.0,1038650.0,111867.0
502,1646,1992,WASHINGTON,WA,53,91,73,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,993037,2287565,20210113,,DEMOCRAT,1.0,731234.0,261803.0
504,1656,1992,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,331001,683677,20210113,,DEMOCRAT,1.0,241974.0,89027.0
506,1660,1992,WISCONSIN,WI,55,35,25,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1041066,2531064,20210113,,DEMOCRAT,1.0,930855.0,110211.0
508,1669,1992,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,79347,199884,20210113,,REPUBLICAN,1.0,68160.0,11187.0
510,1674,1996,ALABAMA,AL,1,63,41,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,769044,1534349,20210113,,REPUBLICAN,1.0,662165.0,106879.0
512,1680,1996,ALASKA,AK,2,94,81,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,122746,241620,20210113,,REPUBLICAN,1.0,80380.0,42366.0
514,1688,1996,ARIZONA,AZ,4,86,61,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,653288,1404405,20210113,,DEMOCRAT,1.0,622073.0,31215.0
516,1694,1996,ARKANSAS,AR,5,71,42,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,475171,884262,20210113,,DEMOCRAT,1.0,325416.0,149755.0
518,1707,1996,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,5119835,10019469,20210113,,DEMOCRAT,1.0,3828381.0,1291454.0
520,1716,1996,COLORADO,CO,8,84,62,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,691848,1510702,20210113,,REPUBLICAN,1.0,671152.0,20696.0
522,1729,1996,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,735740,1392614,20210113,,DEMOCRAT,1.0,483109.0,252631.0
524,1737,1996,DELAWARE,DE,10,51,11,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,140355,270810,20210113,,DEMOCRAT,1.0,99062.0,41293.0
526,1743,1996,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,158220,185726,20210113,,DEMOCRAT,1.0,17339.0,140881.0
528,1751,1996,FLORIDA,FL,12,59,43,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2546870,5303154,20210113,,DEMOCRAT,1.0,2244536.0,302334.0
530,1756,1996,GEORGIA,GA,13,58,44,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1080843,2298899,20210113,,REPUBLICAN,1.0,1053849.0,26994.0
532,1760,1996,HAWAII,HI,15,95,82,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,205012,360120,20210113,,DEMOCRAT,1.0,113943.0,91069.0
534,1767,1996,IDAHO,ID,16,82,63,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,256595,491711,20210113,,REPUBLICAN,1.0,165443.0,91152.0
536,1773,1996,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2341744,4311391,20210113,,DEMOCRAT,1.0,1587021.0,754723.0
538,1780,1996,INDIANA,IN,18,32,22,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1006693,2135431,20210113,,REPUBLICAN,1.0,887424.0,119269.0
540,1785,1996,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,620258,1234075,20210113,,DEMOCRAT,1.0,492644.0,127614.0
542,1794,1996,KANSAS,KS,20,47,32,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,583245,1074300,20210113,,REPUBLICAN,1.0,387659.0,195586.0
544,1800,1996,KENTUCKY,KY,21,61,51,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,636614,1388708,20210113,,DEMOCRAT,1.0,623283.0,13331.0
546,1807,1996,LOUISIANA,LA,22,72,45,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,927837,1783959,20210113,,DEMOCRAT,1.0,712586.0,215251.0
548,1815,1996,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,312788,605897,20210113,,DEMOCRAT,1.0,186378.0,126410.0
550,1823,1996,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,966207,1780870,20210113,,DEMOCRAT,1.0,681530.0,284677.0
552,1830,1996,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1571509,2556459,20210113,,DEMOCRAT,1.0,718058.0,853451.0
554,1838,1996,MICHIGAN,MI,26,34,23,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1989653,3848844,20210113,,DEMOCRAT,1.0,1481212.0,508441.0
556,1846,1996,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1120380,2192492,20210113,,DEMOCRAT,1.0,766395.0,353985.0
558,1858,1996,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,439838,893857,20210113,,REPUBLICAN,1.0,394022.0,45816.0
560,1864,1996,MISSOURI,MO,29,43,34,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1025935,2158065,20210113,,DEMOCRAT,1.0,890016.0,135919.0
562,1871,1996,MONTANA,MT,30,81,64,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,179652,407083,20210113,,REPUBLICAN,1.0,167922.0,11730.0
564,1876,1996,NEBRASKA,NE,31,46,35,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,363467,677415,20210113,,REPUBLICAN,1.0,236761.0,126706.0
566,1882,1996,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,203974,464279,20210113,,DEMOCRAT,1.0,199244.0,4730.0
568,1890,1996,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,246166,496597,20210113,,DEMOCRAT,1.0,196486.0,49680.0
570,1895,1996,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1652361,3075860,20210113,,DEMOCRAT,1.0,1103099.0,549262.0
572,1898,1996,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,273495,556074,20210113,,DEMOCRAT,1.0,232751.0,40744.0
574,1905,1996,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,3649630,6439129,20210113,,DEMOCRAT,1.0,1738707.0,1910923.0
576,1918,1996,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1225938,2515807,20210113,,REPUBLICAN,1.0,1107849.0,118089.0
578,1924,1996,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,125050,266411,20210113,,REPUBLICAN,1.0,106905.0,18145.0
580,1930,1996,OHIO,OH,39,31,24,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2148222,4534434,20210113,,DEMOCRAT,1.0,1859883.0,288339.0
582,1939,1996,OKLAHOMA,OK,40,73,53,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,582315,1206713,20210113,,REPUBLICAN,1.0,488105.0,94210.0
584,1943,1996,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,649641,1377760,20210113,,DEMOCRAT,1.0,538152.0,111489.0
586,1952,1996,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2215819,4501307,20210113,,DEMOCRAT,1.0,1801169.0,414650.0
588,1958,1996,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,233050,390247,20210113,,DEMOCRAT,1.0,104683.0,128367.0
590,1966,1996,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,573339,1150182,20210113,,REPUBLICAN,1.0,506152.0,67187.0
592,1972,1996,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,150543,323826,20210113,,REPUBLICAN,1.0,139333.0,11210.0
594,1976,1996,TENNESSEE,TN,47,62,54,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,909146,1894105,20210113,,DEMOCRAT,1.0,863530.0,45616.0
596,1980,1996,TEXAS,TX,48,74,49,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,2736167,5611644,20210113,,REPUBLICAN,1.0,2459683.0,276484.0
598,1987,1996,UTAH,UT,49,87,67,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,361911,665629,20210113,,REPUBLICAN,1.0,221633.0,140278.0
